CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,end_text.stopped,participant,date,expName,psychopyVersion,frameRate,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KANÁL UTCA,stimuli/scenes/057a.jpg,scene,1,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/062a.jpg,stimuli/scenes/062b.jpg,lure,target,dist1,dist2,0,1,1,1,,,,,0,39,39,14,,,,,,,1148.308110922575,,,,,,,,,,,,,,1145.712683275342,1145.712683275342,1145.712683275342,1145.712683275342,1145.712683275342,1145.712683275342,left,None,2.5631941985338926,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,REPÜLŐ UTCA,stimuli/scenes/098a.jpg,scene,0,stimuli/scenes/098a.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/098b.jpg,dist1,dist2,target,lure,0,1,1,1,,,,,0,40,40,66,,,,,,,1152.4731539282948,,,,,,,,,,,,,,1149.3255558926612,1149.3255558926612,1149.3255558926612,1149.3255558926612,1149.3255558926612,1149.3255558926612,left,None,3.094475531950593,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,FEJSZE UTCA,stimuli/objects/065a.jpg,object,0,stimuli/objects/065a.jpg,stimuli/scenes/075b.jpg,stimuli/objects/065b.jpg,stimuli/objects/065a.jpg,stimuli/scenes/075a.jpg,dist2,lure,target,dist1,0,1,1,1,,,,,0,41,41,9,,,,,,,1156.0251703690737,,,,,,,,,,,,,,1153.5053275395185,1153.5053275395185,1153.5053275395185,1153.5053275395185,1153.5053275395185,1153.5053275395185,left,None,2.482443565502763,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,TENISZ UTCA,stimuli/objects/102a.jpg,object,0,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,stimuli/objects/102a.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,lure,target,dist1,dist2,0,1,1,1,,,,,0,42,42,75,,,,,,,1160.84164394252,,,,,,,,,,,,,,1157.0428050532937,1157.0428050532937,1157.0428050532937,1157.0428050532937,1157.0428050532937,1157.0428050532937,left,None,3.745368368923664,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KÍGYÓ UTCA,stimuli/scenes/032a.jpg,scene,0,stimuli/scenes/032a.jpg,stimuli/scenes/032a.jpg,stimuli/objects/088a.jpg,stimuli/scenes/032b.jpg,stimuli/objects/088b.jpg,target,dist1,lure,dist2,0,1,1,1,,,,,0,43,43,76,,,,,,,1165.3587822597474,,,,,,,,,,,,,,1161.8738141320646,1161.8738141320646,1161.8738141320646,1161.8738141320646,1161.8738141320646,1161.8738141320646,left,None,3.4423262272030115,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,BÚJÓCSKA UTCA,stimuli/scenes/015a.jpg,scene,1,stimuli/scenes/086a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/086b.jpg,dist2,target,dist1,lure,0,1,1,1,,,,,0,44,44,48,,,,,,,1168.283028256148,,,,,,,,,,,,,,1166.3741385117173,1166.3741385117173,1166.3741385117173,1166.3741385117173,1166.3741385117173,1166.3741385117173,left,None,1.8694872874766588,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,LEMEZ UTCA,stimuli/scenes/022a.jpg,scene,0,stimuli/scenes/022a.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/077a.jpg,dist2,target,lure,dist1,0,1,1,1,,,,,0,45,45,13,,,,,,,1172.5958297774196,,,,,,1173.6154349986464,,,,,,,,1169.3110434003174,1169.3110434003174,1169.3110434003174,1169.3110434003174,1169.3110434003174,1169.3110434003174,left,None,3.253378650173545,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,MAJOM UTCA,stimuli/objects/018a.jpg,object,0,stimuli/objects/018a.jpg,stimuli/objects/018a.jpg,stimuli/scenes/092b.jpg,stimuli/objects/018b.jpg,stimuli/scenes/092a.jpg,target,dist2,lure,dist1,0,1,1,1,,,,,0,46,46,78,,,,,,,1177.6137459222227,,,,,,1178.6295549999923,,,,,,,,1173.6154349986464,1173.6154349986464,1173.6154349986464,1173.6154349986464,1173.6154349986464,1173.6154349986464,None,None,,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KAKAÓ UTCA,stimuli/objects/099a.jpg,object,1,stimuli/objects/119a.jpg,stimuli/scenes/086a.jpg,stimuli/objects/119a.jpg,stimuli/scenes/086b.jpg,stimuli/objects/119b.jpg,dist1,target,dist2,lure,0,1,1,1,,,,,0,47,47,0,,,,,,,1179.963099712506,,,,,,,,,,,,,,1178.6295549999923,1178.6295549999923,1178.6295549999923,1178.6295549999923,1178.6295549999923,1178.6295549999923,left,None,1.2946031671017408,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,FÉSŰ UTCA,stimuli/objects/084a.jpg,object,0,stimuli/objects/084a.jpg,stimuli/objects/118b.jpg,stimuli/objects/118a.jpg,stimuli/objects/084a.jpg,stimuli/objects/084b.jpg,dist2,dist1,target,lure,0,1,1,1,,,,,0,48,48,23,,,,,,,1184.1114678010345,,,,,,,,,,,,,,1180.9812687058002,1180.9812687058002,1180.9812687058002,1180.9812687058002,1180.9812687058002,1180.9812687058002,left,None,3.086382832378149,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,LEGELŐ UTCA,stimuli/objects/030a.jpg,object,0,stimuli/objects/030a.jpg,stimuli/objects/039a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/objects/039b.jpg,dist1,target,lure,dist2,0,1,1,1,,,,,0,49,49,70,,,,,,,1188.7688519638032,,,,,,,,,,,,,,1185.143975744024,1185.143975744024,1185.143975744024,1185.143975744024,1185.143975744024,1185.143975744024,left,None,3.596081878989935,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KRÉTA UTCA,stimuli/scenes/091a.jpg,scene,0,stimuli/scenes/091a.jpg,stimuli/scenes/098b.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/091a.jpg,dist2,lure,dist1,target,0,1,1,1,,,,,0,50,50,21,,,,,,,1193.520671973005,,,,,,,,,,,,,,1189.791326528415,1189.791326528415,1189.791326528415,1189.791326528415,1189.791326528415,1189.791326528415,left,None,3.6844674088060856,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,VIHAR UTCA,stimuli/objects/048a.jpg,object,2,stimuli/scenes/054a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/054a.jpg,stimuli/scenes/100a.jpg,lure,dist2,target,dist1,0,1,1,1,,,,,0,51,51,65,,,,,,,1198.5567595995963,,,,,,,,,,,,,,1194.5393693652004,1194.5393693652004,1194.5393693652004,1194.5393693652004,1194.5393693652004,1194.5393693652004,None,None,,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,TÁNYÉR UTCA,stimuli/objects/118a.jpg,object,0,stimuli/objects/118a.jpg,stimuli/objects/102b.jpg,stimuli/objects/102a.jpg,stimuli/objects/118b.jpg,stimuli/objects/118a.jpg,dist2,dist1,lure,target,0,1,1,1,,,,,0,52,52,28,,,,,,,1202.7694634012878,,,,,,,,,,,,,,1199.5852316115052,1199.5852316115052,1199.5852316115052,1199.5852316115052,1199.5852316115052,1199.5852316115052,left,None,3.1544300988316536,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,TORONY UTCA,stimuli/scenes/094a.jpg,scene,2,stimuli/objects/054a.jpg,stimuli/scenes/001a.jpg,stimuli/scenes/001b.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,dist1,dist2,lure,target,0,1,1,1,,,,,0,53,53,62,,,,,,,1207.780687622726,,,,,,1208.7973445020616,,,,,,,,1203.7993489392102,1203.7993489392102,1203.7993489392102,1203.7993489392102,1203.7993489392102,1203.7993489392102,None,None,,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,TISZTÁS UTCA,stimuli/objects/116a.jpg,object,0,stimuli/objects/116a.jpg,stimuli/objects/058a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/058b.jpg,dist1,target,lure,dist2,0,1,1,1,,,,,0,54,54,18,,,,,,,1212.4856588728726,,,,,,,,,,,,,,1208.7973445020616,1208.7973445020616,1208.7973445020616,1208.7973445020616,1208.7973445020616,1208.7973445020616,left,None,3.637651925906539,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,PALACK UTCA,stimuli/scenes/033a.jpg,scene,1,stimuli/scenes/107a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/107b.jpg,stimuli/objects/119a.jpg,stimuli/scenes/107a.jpg,dist2,lure,dist1,target,0,1,1,1,,,,,0,55,55,44,,,,,,,1217.5154691468924,,,,,,,,,,,,,,1213.5002814605832,1213.5002814605832,1213.5002814605832,1213.5002814605832,1213.5002814605832,1213.5002814605832,None,None,,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,ZEBRA UTCA,stimuli/scenes/106a.jpg,scene,0,stimuli/scenes/106a.jpg,stimuli/scenes/030a.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/030b.jpg,dist1,target,lure,dist2,0,1,1,1,,,,,0,56,56,12,,,,,,,1222.4799522161484,,,,,,,,,,,,,,1218.528383065015,1218.528383065015,1218.528383065015,1218.528383065015,1218.528383065015,1218.528383065015,left,None,3.906804943457246,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KESZTYŰ UTCA,stimuli/scenes/040a.jpg,scene,1,stimuli/scenes/105a.jpg,stimuli/objects/096b.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,stimuli/objects/096a.jpg,dist2,target,lure,dist1,0,1,1,1,,,,,0,57,57,16,,,,,,,1227.4730161521584,,,,,,,,,,,,,,1223.5097889266908,1223.5097889266908,1223.5097889266908,1223.5097889266908,1223.5097889266908,1223.5097889266908,left,None,3.917256312444806,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KALAPÁCS UTCA,stimuli/scenes/049a.jpg,scene,0,stimuli/scenes/049a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/049a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/049b.jpg,dist2,target,dist1,lure,0,1,1,1,,,,,0,58,58,3,,,,,,,1232.497122257948,,,,,,,,,,,,,,1228.48937259987,1228.48937259987,1228.48937259987,1228.48937259987,1228.48937259987,1228.48937259987,None,None,,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,LABDA UTCA,stimuli/objects/082a.jpg,object,0,stimuli/objects/082a.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/049b.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,dist1,dist2,lure,target,0,1,1,1,,,,,0,59,59,72,,,,,,,1236.5237577781081,,,,,,,,,,,,,,1233.520649580285,1233.520649580285,1233.520649580285,1233.520649580285,1233.520649580285,1233.520649580285,left,None,2.9627484623342752,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SÜTEMÉNY UTCA,stimuli/objects/074a.jpg,object,2,stimuli/scenes/102a.jpg,stimuli/objects/061b.jpg,stimuli/objects/061a.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,dist2,dist1,target,lure,0,1,1,1,,,,,0,60,60,32,,,,,,,1240.5866009742022,,,,,,,,,,,,,,1237.5574857983738,1237.5574857983738,1237.5574857983738,1237.5574857983738,1237.5574857983738,1237.5574857983738,left,None,2.989881282672286,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SZŐLŐ UTCA,stimuli/scenes/099a.jpg,scene,0,stimuli/scenes/099a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/objects/105b.jpg,dist1,target,lure,dist2,0,1,1,1,,,,,0,61,61,55,,,,,,,1244.2562652230263,,,,,,,,,,,,,,1241.6054893247783,1241.6054893247783,1241.6054893247783,1241.6054893247783,1241.6054893247783,1241.6054893247783,left,None,2.605408338829875,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SAJTÓ UTCA,stimuli/scenes/112a.jpg,scene,0,stimuli/scenes/112a.jpg,stimuli/objects/018a.jpg,stimuli/scenes/112b.jpg,stimuli/scenes/112a.jpg,stimuli/objects/018b.jpg,dist1,lure,target,dist2,0,1,1,1,,,,,0,62,62,15,,,,,,,1249.2779305502772,,,,,,,,,,,,,,1245.2841886207461,1245.2841886207461,1245.2841886207461,1245.2841886207461,1245.2841886207461,1245.2841886207461,None,None,,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,MOSODA UTCA,stimuli/objects/052a.jpg,object,0,stimuli/objects/052a.jpg,stimuli/objects/052b.jpg,stimuli/scenes/035a.jpg,stimuli/objects/052a.jpg,stimuli/scenes/035b.jpg,lure,dist1,target,dist2,0,1,1,1,,,,,0,63,63,51,,,,,,,1252.8489942681044,,,,,,,,,,,,,,1250.3102232776582,1250.3102232776582,1250.3102232776582,1250.3102232776582,1250.3102232776582,1250.3102232776582,left,None,2.5087096076458693,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,FÉSZEK UTCA,stimuli/objects/042a.jpg,object,1,stimuli/objects/044a.jpg,stimuli/scenes/020b.jpg,stimuli/objects/044a.jpg,stimuli/scenes/020a.jpg,stimuli/objects/044b.jpg,dist2,target,dist1,lure,0,1,1,1,,,,,0,64,64,10,,,,,,,1255.814000139013,,,,,,,,,,,,,,1253.879266384989,1253.879266384989,1253.879266384989,1253.879266384989,1253.879266384989,1253.879266384989,right,None,1.9000175409018993,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KOCSI UTCA,stimuli/scenes/114a.jpg,scene,0,stimuli/scenes/114a.jpg,stimuli/objects/082b.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/114a.jpg,stimuli/objects/082a.jpg,dist2,lure,target,dist1,0,1,1,1,,,,,0,65,65,69,,,,,,,1258.746368067339,,,,,,1259.7633574139327,,,,,,,,1256.8465239442885,1256.8465239442885,1256.8465239442885,1256.8465239442885,1256.8465239442885,1256.8465239442885,left,None,1.8603900391608477,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SZALVÉTA UTCA,stimuli/objects/072a.jpg,object,0,stimuli/objects/072a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/045a.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,dist2,dist1,lure,target,0,1,1,1,,,,,0,66,66,54,,,,,,,1261.8012196421623,,,,,,,,,,,,,,1259.7633574139327,1259.7633574139327,1259.7633574139327,1259.7633574139327,1259.7633574139327,1259.7633574139327,right,None,1.9998879134654999,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,PÁRNA UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,stimuli/objects/112a.jpg,lure,dist2,dist1,target,0,1,1,1,,,,,0,67,67,77,,,,,,,1264.4885792229325,,,,,,,,,,,,,,1262.8192269131541,1262.8192269131541,1262.8192269131541,1262.8192269131541,1262.8192269131541,1262.8192269131541,left,None,1.6317213457077742,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,TÁSKA UTCA,stimuli/objects/110a.jpg,object,2,stimuli/scenes/079a.jpg,stimuli/scenes/079a.jpg,stimuli/objects/037b.jpg,stimuli/objects/037a.jpg,stimuli/scenes/079b.jpg,target,dist2,dist1,lure,0,1,1,1,,,,,0,68,68,33,,,,,,,1267.2191351037472,,,,,,,,,,,,,,1265.513084039092,1265.513084039092,1265.513084039092,1265.513084039092,1265.513084039092,1265.513084039092,left,None,1.6737980227917433,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SIRÁLY UTCA,stimuli/objects/081a.jpg,object,0,stimuli/objects/081a.jpg,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,target,lure,dist1,dist2,0,1,1,1,,,,,0,69,69,50,,,,,,,1270.9509676657617,,,,,,,,,,,,,,1268.246370555833,1268.246370555833,1268.246370555833,1268.246370555833,1268.246370555833,1268.246370555833,left,None,2.6686847656965256,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,TERÍTŐ UTCA,stimuli/objects/098a.jpg,object,1,stimuli/objects/096a.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,lure,target,dist2,dist1,0,1,1,1,,,,,0,70,70,39,,,,,,,1274.8899702932686,,,,,,,,,,,,,,1271.974007640034,1271.974007640034,1271.974007640034,1271.974007640034,1271.974007640034,1271.974007640034,left,None,2.876760171726346,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,FOLYÓ UTCA,stimuli/scenes/035a.jpg,scene,0,stimuli/scenes/035a.jpg,stimuli/objects/034a.jpg,stimuli/scenes/035a.jpg,stimuli/objects/034b.jpg,stimuli/scenes/035b.jpg,dist1,target,dist2,lure,0,1,1,1,,,,,0,71,71,61,,,,,,,1277.7273515816778,,,,,,,,,,,,,,1275.9215169139206,1275.9215169139206,1275.9215169139206,1275.9215169139206,1275.9215169139206,1275.9215169139206,left,None,1.7612244077026844,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,POLIP UTCA,stimuli/scenes/077a.jpg,scene,0,stimuli/scenes/077a.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,lure,target,dist2,dist1,0,1,1,1,,,,,0,72,72,49,,,,,,,1281.1487151701003,,,,,,,,,,,,,,1278.7553262952715,1278.7553262952715,1278.7553262952715,1278.7553262952715,1278.7553262952715,1278.7553262952715,right,None,2.3349400758743286,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,KESELYŰ UTCA,stimuli/objects/003a.jpg,object,2,stimuli/scenes/100a.jpg,stimuli/objects/029a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/029b.jpg,stimuli/scenes/100a.jpg,dist1,lure,dist2,target,0,1,1,1,,,,,0,73,73,6,,,,,,,1284.1350336875767,,,,,,,,,,,,,,1282.1751898992807,1282.1751898992807,1282.1751898992807,1282.1751898992807,1282.1751898992807,1282.1751898992807,left,None,1.9234024211764336,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,ÁLLOMÁS UTCA,stimuli/scenes/069a.jpg,scene,0,stimuli/scenes/069a.jpg,stimuli/scenes/106a.jpg,stimuli/scenes/106b.jpg,stimuli/scenes/069b.jpg,stimuli/scenes/069a.jpg,dist1,dist2,lure,target,0,1,1,1,,,,,0,74,74,42,,,,,,,1287.8774134088308,,,,,,1288.8979619126767,,,,,,,,1285.1633651256561,1285.1633651256561,1285.1633651256561,1285.1633651256561,1285.1633651256561,1285.1633651256561,left,None,2.6792054902762175,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,HARCSA UTCA,stimuli/scenes/080a.jpg,scene,2,stimuli/objects/029a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/054a.jpg,stimuli/objects/029b.jpg,stimuli/objects/029a.jpg,dist2,dist1,lure,target,0,1,1,1,,,,,0,75,75,59,,,,,,,1291.7846069242805,,,,,,1292.8037052061409,,,,,,,,1288.8979619126767,1288.8979619126767,1288.8979619126767,1288.8979619126767,1288.8979619126767,1288.8979619126767,left,None,2.8482371531426907,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
Camponello,stimuli/subj_files/student1_cityB.csv,./stimuli/leipzig.jpg,./stimuli/street_plate2.png,SZŐNYEG UTCA,stimuli/objects/040a.jpg,object,0,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/019b.jpg,stimuli/objects/019a.jpg,target,lure,dist2,dist1,0,1,1,1,,,,,0,76,76,29,,,,,,,1295.0407163351774,,,,,,,,,,,,,,1292.8037052061409,1292.8037052061409,1292.8037052061409,1292.8037052061409,1292.8037052061409,1292.8037052061409,left,None,2.2066490054130554,,,,,,,,,,,,,,student1,2022-10-25_15h08.33.610,Hippopolis_Learning,2022.2.2,59.00494036260012,
