CityName,StimuliFile,CityImage,StreetSign,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text.started,city_image.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,short_break_text.started,short_break_key.started,short_break_key.rt,fx_cross.stopped,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZILVA UTCA,stimuli/objects/059a.jpg,object,2,stimuli/scenes/070a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/070a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/114a.jpg,dist2,target,lure,dist1,1,0,2,0,0,23,23,71,,,,,,,,,,,1588.6802101656795,1589.6984525565058,1589.6984525565058,1589.6984525565058,1589.6984525565058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TORONY UTCA,stimuli/scenes/059a.jpg,scene,2,stimuli/objects/120a.jpg,stimuli/scenes/104b.jpg,stimuli/objects/120b.jpg,stimuli/scenes/104a.jpg,stimuli/objects/120a.jpg,dist2,lure,dist1,target,1,0,2,0,0,24,24,6,,,,,,,,,,,1592.6876901816577,1593.7175293788314,1593.7175293788314,1593.7175293788314,1593.7175293788314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TELEFON UTCA,stimuli/objects/102a.jpg,object,2,stimuli/scenes/004a.jpg,stimuli/objects/057a.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/objects/057b.jpg,dist1,lure,target,dist2,1,0,2,0,0,25,25,66,,,,,,,,,,,1596.6910701990128,1597.7120541110635,1597.7120541110635,1597.7120541110635,1597.7120541110635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KULACS UTCA,stimuli/objects/045a.jpg,object,1,stimuli/objects/073a.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,target,lure,dist1,dist2,1,0,2,0,0,26,26,51,,,,,,,,,,,1600.7077731080353,1601.7279229015112,1601.7279229015112,1601.7279229015112,1601.7279229015112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MAJORÁNNA UTCA,stimuli/objects/068a.jpg,object,0,stimuli/objects/068a.jpg,stimuli/objects/068a.jpg,stimuli/scenes/118a.jpg,stimuli/objects/068b.jpg,stimuli/scenes/118b.jpg,target,dist1,lure,dist2,1,0,2,0,0,27,27,57,,,,,,,,,,,1604.7242797724903,1605.7444874122739,1605.7444874122739,1605.7444874122739,1605.7444874122739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,NARANCS UTCA,stimuli/scenes/103a.jpg,scene,2,stimuli/objects/097a.jpg,stimuli/objects/097b.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/097a.jpg,lure,dist1,dist2,target,1,0,2,0,0,28,28,13,,,,,,,,,,,1608.7410206235945,1609.7606025189161,1609.7606025189161,1609.7606025189161,1609.7606025189161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,VITORLA UTCA,stimuli/scenes/086a.jpg,scene,2,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,stimuli/objects/115a.jpg,stimuli/objects/015a.jpg,stimuli/objects/115b.jpg,lure,dist1,target,dist2,1,0,2,0,0,29,29,77,,,,,,,,,,,1612.7575795371085,1613.7776805032045,1613.7776805032045,1613.7776805032045,1613.7776805032045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÁRTYA UTCA,stimuli/scenes/079a.jpg,scene,1,stimuli/scenes/094a.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/094b.jpg,target,dist1,dist2,lure,1,0,2,0,0,30,30,30,,,,,,,,,,,1616.7679848782718,1617.7881735470146,1617.7881735470146,1617.7881735470146,1617.7881735470146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ZSEMLE UTCA,stimuli/objects/035a.jpg,object,2,stimuli/scenes/100a.jpg,stimuli/objects/120a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/120b.jpg,stimuli/scenes/100a.jpg,dist1,lure,dist2,target,1,0,2,0,0,31,31,27,,,,,,,,,,,1620.7820395678282,1621.8014609850943,1621.8014609850943,1621.8014609850943,1621.8014609850943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TISZTÁS UTCA,stimuli/objects/021a.jpg,object,2,stimuli/scenes/029a.jpg,stimuli/objects/018b.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/029a.jpg,stimuli/objects/018a.jpg,dist2,lure,target,dist1,1,0,2,0,0,32,32,67,,,,,,,,,,,1624.7863706424832,1625.8039673846215,1625.8039673846215,1625.8039673846215,1625.8039673846215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TENISZ UTCA,stimuli/objects/089a.jpg,object,2,stimuli/scenes/120a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,dist1,dist2,lure,target,1,0,2,0,0,33,33,0,,,,,,,,,,,1628.797065531835,1629.8164972104132,1629.8164972104132,1629.8164972104132,1629.8164972104132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KORONG UTCA,stimuli/objects/104a.jpg,object,0,stimuli/objects/104a.jpg,stimuli/objects/076b.jpg,stimuli/objects/104a.jpg,stimuli/objects/104b.jpg,stimuli/objects/076a.jpg,dist2,target,lure,dist1,1,0,2,0,0,34,34,5,,,,,,,,,,,1632.8009487576783,1633.8205996956676,1633.8205996956676,1633.8205996956676,1633.8205996956676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZŐNYEG UTCA,stimuli/scenes/044a.jpg,scene,0,stimuli/scenes/044a.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/scenes/044b.jpg,target,dist2,dist1,lure,1,0,2,0,0,35,35,11,,,,,,,,,,,1636.81802425161,1637.8371844217181,1637.8371844217181,1637.8371844217181,1637.8371844217181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,RIBIZLI UTCA,stimuli/scenes/017a.jpg,scene,0,stimuli/scenes/017a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/017a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/017b.jpg,dist2,target,dist1,lure,1,0,2,0,0,36,36,37,,,,,,,,,,,1640.8238602858037,1641.8428176809102,1641.8428176809102,1641.8428176809102,1641.8428176809102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ASZTAL UTCA,stimuli/objects/016a.jpg,object,0,stimuli/objects/016a.jpg,stimuli/objects/016a.jpg,stimuli/scenes/046b.jpg,stimuli/scenes/046a.jpg,stimuli/objects/016b.jpg,target,dist2,dist1,lure,1,0,2,0,0,37,37,56,,,,,,,,,,,1644.8252162747085,1645.8437485229224,1645.8437485229224,1645.8437485229224,1645.8437485229224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MENTA UTCA,stimuli/objects/088a.jpg,object,1,stimuli/objects/054a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/088a.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,dist2,dist1,lure,target,1,0,2,0,0,38,38,26,,,,,,,,,,,1648.8312081228942,1649.8503539878875,1649.8503539878875,1649.8503539878875,1649.8503539878875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BICIKLI UTCA,stimuli/objects/027a.jpg,object,2,stimuli/scenes/026a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/026b.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/026a.jpg,dist2,lure,dist1,target,1,0,2,0,0,39,39,47,,,,,,,,,,,1652.835709007457,1653.8537399154156,1653.8537399154156,1653.8537399154156,1653.8537399154156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MUNKA UTCA,stimuli/objects/061a.jpg,object,2,stimuli/scenes/077a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/077b.jpg,stimuli/scenes/077a.jpg,dist1,dist2,lure,target,1,0,2,0,0,40,40,25,,,,,,,,,,,1656.8503598980606,1657.8723483607173,1657.8723483607173,1657.8723483607173,1657.8723483607173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MOTOR UTCA,stimuli/objects/111a.jpg,object,1,stimuli/objects/100a.jpg,stimuli/objects/055a.jpg,stimuli/objects/100b.jpg,stimuli/objects/100a.jpg,stimuli/objects/055b.jpg,dist1,lure,target,dist2,1,0,2,0,0,41,41,55,,,,,,,,,,,1660.8640842977911,1661.8822029083967,1661.8822029083967,1661.8822029083967,1661.8822029083967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KENYÉR UTCA,stimuli/scenes/071a.jpg,scene,2,stimuli/objects/055a.jpg,stimuli/objects/033b.jpg,stimuli/objects/055a.jpg,stimuli/objects/055b.jpg,stimuli/objects/033a.jpg,dist2,target,lure,dist1,1,0,2,0,0,42,42,17,,,,,,,,,,,1664.8758033309132,1665.8948832619935,1665.8948832619935,1665.8948832619935,1665.8948832619935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÖTÉNY UTCA,stimuli/scenes/108a.jpg,scene,2,stimuli/objects/066a.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,stimuli/objects/066b.jpg,stimuli/objects/066a.jpg,dist2,dist1,lure,target,1,0,2,0,0,43,43,36,,,,,,,,,,,1668.8798184227198,1669.8991263210773,1669.8991263210773,1669.8991263210773,1669.8991263210773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZITAKÖTŐ UTCA,stimuli/objects/064a.jpg,object,0,stimuli/objects/064a.jpg,stimuli/objects/037b.jpg,stimuli/objects/064a.jpg,stimuli/objects/064b.jpg,stimuli/objects/037a.jpg,dist2,target,lure,dist1,1,0,2,0,0,44,44,3,,,,,,,,,,,1672.8902380689979,1673.9188973084092,1673.9188973084092,1673.9188973084092,1673.9188973084092,space,1676.900653673336,1676.900653673336,7.5642777644097805,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,LÁNDZSA UTCA,stimuli/scenes/041a.jpg,scene,1,stimuli/scenes/116a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/116a.jpg,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,lure,target,dist1,dist2,1,0,2,0,0,45,45,32,,,,,,,,,,,1684.499072579667,1685.518880886957,1685.518880886957,1685.518880886957,1685.518880886957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,PETREZSELYEM UTCA,stimuli/objects/090a.jpg,object,1,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/objects/040b.jpg,target,dist1,dist2,lure,1,0,2,0,0,46,46,16,,,,,,,,,,,1688.5068368539214,1689.5252540297806,1689.5252540297806,1689.5252540297806,1689.5252540297806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TEHÉN UTCA,stimuli/objects/006a.jpg,object,1,stimuli/objects/017a.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/113a.jpg,target,lure,dist2,dist1,1,0,2,0,0,47,47,28,,,,,,,,,,,1692.5153811331838,1693.5438033845276,1693.5438033845276,1693.5438033845276,1693.5438033845276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,BONBON UTCA,stimuli/scenes/022a.jpg,scene,0,stimuli/scenes/022a.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/018a.jpg,stimuli/scenes/018b.jpg,target,lure,dist1,dist2,1,0,2,0,0,48,48,43,,,,,,,,,,,1696.5270774606615,1697.5452327709645,1697.5452327709645,1697.5452327709645,1697.5452327709645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,POHÁR UTCA,stimuli/scenes/062a.jpg,scene,1,stimuli/scenes/064a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/006b.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/064b.jpg,target,dist2,dist1,lure,1,0,2,0,0,49,49,38,,,,,,,,,,,1700.5351595841348,1701.5537033397704,1701.5537033397704,1701.5537033397704,1701.5537033397704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KABÁT UTCA,stimuli/scenes/032a.jpg,scene,1,stimuli/scenes/105a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/105b.jpg,target,dist2,dist1,lure,1,0,2,0,0,50,50,50,,,,,,,,,,,1704.5509652402252,1705.56382535398,1705.56382535398,1705.56382535398,1705.56382535398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,TRIATLON UTCA,stimuli/objects/119a.jpg,object,2,stimuli/scenes/018a.jpg,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/018a.jpg,dist1,dist2,lure,target,1,0,2,0,0,51,51,75,,,,,,,,,,,1708.5621045567095,1709.5798611547798,1709.5798611547798,1709.5798611547798,1709.5798611547798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MÁLNA UTCA,stimuli/scenes/003a.jpg,scene,2,stimuli/objects/115a.jpg,stimuli/objects/115a.jpg,stimuli/objects/115b.jpg,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,target,lure,dist1,dist2,1,0,2,0,0,52,52,45,,,,,,,,,,,1712.562352117151,1713.5813539847732,1713.5813539847732,1713.5813539847732,1713.5813539847732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,FOGÓ UTCA,stimuli/scenes/072a.jpg,scene,0,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,stimuli/scenes/072a.jpg,stimuli/objects/104b.jpg,stimuli/objects/104a.jpg,lure,target,dist2,dist1,1,0,2,0,0,53,53,70,,,,,,,,,,,1716.574567515403,1717.5857167840004,1717.5857167840004,1717.5857167840004,1717.5857167840004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,GYŰRŰ UTCA,stimuli/scenes/007a.jpg,scene,0,stimuli/scenes/007a.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/007b.jpg,stimuli/scenes/007a.jpg,stimuli/scenes/076b.jpg,dist1,lure,target,dist2,1,0,2,0,0,54,54,76,,,,,,,,,,,1720.5896040517837,1721.6003953516483,1721.6003953516483,1721.6003953516483,1721.6003953516483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,SZÖCSKE UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,stimuli/scenes/045b.jpg,stimuli/scenes/045a.jpg,lure,target,dist2,dist1,1,0,2,0,0,55,55,14,,,,,,,,,,,1724.5965761933476,1725.6150745432824,1725.6150745432824,1725.6150745432824,1725.6150745432824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,MARTINI UTCA,stimuli/scenes/069a.jpg,scene,0,stimuli/scenes/069a.jpg,stimuli/objects/065a.jpg,stimuli/scenes/069b.jpg,stimuli/scenes/069a.jpg,stimuli/objects/065b.jpg,dist1,lure,target,dist2,1,0,2,0,0,56,56,54,,,,,,,,,,,1728.5981206521392,1729.6157534699887,1729.6157534699887,1729.6157534699887,1729.6157534699887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KERET UTCA,stimuli/objects/046a.jpg,object,0,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/022a.jpg,stimuli/objects/046a.jpg,lure,dist2,dist1,target,1,0,2,0,0,57,57,29,,,,,,,,,,,1732.6014409549534,1733.619663130492,1733.619663130492,1733.619663130492,1733.619663130492,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KÖNYVTÁR UTCA,stimuli/objects/070a.jpg,object,0,stimuli/objects/070a.jpg,stimuli/objects/070a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/100a.jpg,stimuli/objects/070b.jpg,target,dist2,dist1,lure,1,0,2,0,0,58,58,79,,,,,,,,,,,1736.6127538122237,1737.6315330006182,1737.6315330006182,1737.6315330006182,1737.6315330006182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,EPER UTCA,stimuli/objects/028a.jpg,object,1,stimuli/objects/062a.jpg,stimuli/objects/062a.jpg,stimuli/objects/047b.jpg,stimuli/objects/062b.jpg,stimuli/objects/047a.jpg,target,dist2,lure,dist1,1,0,2,0,0,59,59,39,,,,,,,,,,,1740.618010442704,1741.6357555352151,1741.6357555352151,1741.6357555352151,1741.6357555352151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,ÁLOM UTCA,stimuli/scenes/031a.jpg,scene,1,stimuli/scenes/114a.jpg,stimuli/scenes/114b.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/080a.jpg,lure,dist2,target,dist1,1,0,2,0,0,60,60,15,,,,,,,,,,,1744.631536733359,1745.650526471436,1745.650526471436,1745.650526471436,1745.650526471436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,KECSKE UTCA,stimuli/objects/011a.jpg,object,1,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/objects/066a.jpg,stimuli/objects/086a.jpg,stimuli/objects/066b.jpg,lure,dist1,target,dist2,1,0,2,0,0,61,61,64,,,,,,,,,,,1748.6346443090588,1749.654730034992,1749.654730034992,1749.654730034992,1749.654730034992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
Hippopolis,stimuli/subj_files/pilot1_cityA.csv,./stimuli/frankfurt.jpg,./stimuli/street_plate1.png,DARU UTCA,stimuli/scenes/035a.jpg,scene,1,stimuli/scenes/080a.jpg,stimuli/scenes/080b.jpg,stimuli/objects/010b.jpg,stimuli/objects/010a.jpg,stimuli/scenes/080a.jpg,lure,dist2,dist1,target,1,0,2,0,0,62,62,41,,,,,,,,,,,1752.6395327076316,1753.6571474876255,1753.6571474876255,1753.6571474876255,1753.6571474876255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,2022-10-14_14h14.13.574,Hippopolis_Learning,2022.2.2,59.98686630984112,
