CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image_2.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,text_countdown.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_vid_key.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÉRKÉP UTCA,stimuli/scenes/051a.jpg,scene,2,stimuli/objects/106a.jpg,stimuli/objects/106a.jpg,stimuli/objects/064a.jpg,stimuli/objects/064b.jpg,stimuli/objects/106b.jpg,target,dist1,dist2,lure,0,0,0,0,,,,,0,42,42,77,,,,,,,,,,,,,,544.0676062572747,,,,,,,,,,,,,,542.1010357122868,542.1010357122868,542.1010357122868,542.1010357122868,542.1010357122868,542.1010357122868,left,None,1.9234300255775452,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ÁRNYÉK UTCA,stimuli/objects/035a.jpg,object,1,stimuli/objects/059a.jpg,stimuli/objects/059a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/059b.jpg,stimuli/scenes/078a.jpg,target,dist2,lure,dist1,0,0,0,0,,,,,0,43,43,29,,,,,,,,,,,,,,547.271749921143,,,,,,,,,,,,,,545.0990645550191,545.0990645550191,545.0990645550191,545.0990645550191,545.0990645550191,545.0990645550191,left,None,2.126136837527156,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PAPRIKA UTCA,stimuli/scenes/025a.jpg,scene,0,stimuli/scenes/025a.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,dist2,dist1,target,lure,0,0,0,0,,,,,0,44,44,71,,,,,,,,,,,,,,549.9491688031703,,,,,,,,,,,,,,548.2992248479277,548.2992248479277,548.2992248479277,548.2992248479277,548.2992248479277,548.2992248479277,left,None,1.6131883971393108,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BÚJÓCSKA UTCA,stimuli/scenes/027a.jpg,scene,1,stimuli/scenes/003a.jpg,stimuli/scenes/003a.jpg,stimuli/objects/038a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/038b.jpg,target,dist1,lure,dist2,0,0,0,0,,,,,0,45,45,33,,,,,,,,,,,,,,552.0425410084426,,,,,,,,,,,,,,550.9831935241818,550.9831935241818,550.9831935241818,550.9831935241818,550.9831935241818,550.9831935241818,left,None,1.0253570843487978,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ÁLOM UTCA,stimuli/scenes/018a.jpg,scene,2,stimuli/objects/011a.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/011b.jpg,stimuli/objects/011a.jpg,dist1,dist2,lure,target,0,0,0,0,,,,,0,46,46,54,,,,,,,,,,,,,,554.5378196202219,,,,,,,,,,,,,,553.0583519525826,553.0583519525826,553.0583519525826,553.0583519525826,553.0583519525826,553.0583519525826,left,None,1.4462093766778708,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TERÍTŐ UTCA,stimuli/scenes/038a.jpg,scene,2,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/106b.jpg,stimuli/objects/040b.jpg,stimuli/objects/106a.jpg,target,dist2,lure,dist1,0,0,0,0,,,,,0,47,47,6,,,,,,,,,,,,,,557.135465675965,,,,,,,,,,,,,,555.5724819060415,555.5724819060415,555.5724819060415,555.5724819060415,555.5724819060415,555.5724819060415,left,None,1.5240057595074177,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,MUNKA UTCA,stimuli/objects/053a.jpg,object,2,stimuli/scenes/068a.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/073a.jpg,dist2,target,lure,dist1,0,0,0,0,,,,,0,48,48,70,,,,,,,,,,,,,,560.2537333201617,,,,,,,,,,,,,,558.1694017592818,558.1694017592818,558.1694017592818,558.1694017592818,558.1694017592818,558.1694017592818,left,None,2.046940926462412,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÓKUSZ UTCA,stimuli/scenes/113a.jpg,scene,2,stimuli/objects/046a.jpg,stimuli/objects/022a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/022b.jpg,dist1,target,lure,dist2,0,0,0,0,,,,,0,49,49,31,,,,,,,,,,,,,,565.2868234664202,,,,,,,,,,,,,,561.2884394563735,561.2884394563735,561.2884394563735,561.2884394563735,561.2884394563735,561.2884394563735,None,None,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KOSÁR UTCA,stimuli/scenes/088a.jpg,scene,2,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/096a.jpg,stimuli/objects/003a.jpg,lure,dist2,dist1,target,0,0,0,0,,,,,0,50,50,68,,,,,,,,,,,,,,567.6973640341312,,,,,,,,,,,,,,566.3192312661558,566.3192312661558,566.3192312661558,566.3192312661558,566.3192312661558,566.3192312661558,left,None,1.337152186781168,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SZILVA UTCA,stimuli/scenes/016a.jpg,scene,1,stimuli/scenes/070a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/070a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,lure,target,dist1,dist2,0,0,0,0,,,,,0,51,51,20,,,,,,,,,,,,,,571.0531873796135,,,,,,,,,,,,,,568.7219581082463,568.7219581082463,568.7219581082463,568.7219581082463,568.7219581082463,568.7219581082463,left,None,2.294087441638112,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SÜTŐ UTCA,stimuli/objects/051a.jpg,object,2,stimuli/scenes/117a.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,target,lure,dist2,dist1,0,0,0,0,,,,,0,52,52,67,,,,,,,,,,,,,,573.8889181576669,,,,,,,,,,,,,,572.0726977437735,572.0726977437735,572.0726977437735,572.0726977437735,572.0726977437735,572.0726977437735,left,None,1.7754842843860388,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HÁRFA UTCA,stimuli/scenes/037a.jpg,scene,0,stimuli/scenes/037a.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,target,lure,dist1,dist2,0,0,0,0,,,,,0,53,53,16,,,,,,,,,,,,,,576.2711848225445,,,,,,,,,,,,,,574.9168679900467,574.9168679900467,574.9168679900467,574.9168679900467,574.9168679900467,574.9168679900467,left,None,1.299999052658677,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,OROSZLÁN UTCA,stimuli/objects/002a.jpg,object,1,stimuli/objects/103a.jpg,stimuli/objects/103a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/071a.jpg,stimuli/objects/103b.jpg,target,dist2,dist1,lure,0,0,0,0,,,,,0,54,54,38,,,,,,,,,,,,,,579.0720835067332,,,,,,,,,,,,,,577.3055815063417,577.3055815063417,577.3055815063417,577.3055815063417,577.3055815063417,577.3055815063417,left,None,1.7270083408802748,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FÓKA UTCA,stimuli/objects/041a.jpg,object,0,stimuli/objects/041a.jpg,stimuli/objects/061a.jpg,stimuli/objects/041b.jpg,stimuli/objects/061b.jpg,stimuli/objects/041a.jpg,dist1,lure,dist2,target,0,0,0,0,,,,,0,55,55,39,,,,,,,,,,,,,,581.9293838217854,,,,,,,,,,,,,,580.0952550377697,580.0952550377697,580.0952550377697,580.0952550377697,580.0952550377697,580.0952550377697,left,None,1.8007491994649172,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KOCSI UTCA,stimuli/objects/029a.jpg,object,2,stimuli/scenes/119a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/119b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/119a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,56,56,76,,,,,,,,,,,,,,584.0585541054606,,,,,,,,,,,,,,582.9570997785777,582.9570997785777,582.9570997785777,582.9570997785777,582.9570997785777,582.9570997785777,left,None,1.050975302234292,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,RIBIZLI UTCA,stimuli/objects/118a.jpg,object,2,stimuli/scenes/023a.jpg,stimuli/scenes/023a.jpg,stimuli/objects/008b.jpg,stimuli/scenes/023b.jpg,stimuli/objects/008a.jpg,target,dist2,lure,dist1,0,0,0,0,,,,,0,57,57,79,,,,,,,,,,,,,,586.6767349801958,,,,,,,,,,,,,,585.0909671913832,585.0909671913832,585.0909671913832,585.0909671913832,585.0909671913832,585.0909671913832,left,None,1.5417533405125141,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PALACK UTCA,stimuli/objects/014a.jpg,object,2,stimuli/scenes/008a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/008b.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/008a.jpg,dist1,lure,dist2,target,0,0,0,0,,,,,0,58,58,2,,,,,,,,,,,,,,589.0822730083019,,,,,,,,,,,,,,587.7009536698461,587.7009536698461,587.7009536698461,587.7009536698461,587.7009536698461,587.7009536698461,left,None,1.3471802789717913,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ZÁSZLÓ UTCA,stimuli/scenes/010a.jpg,scene,1,stimuli/scenes/084a.jpg,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/084a.jpg,dist1,dist2,lure,target,0,0,0,0,,,,,0,59,59,3,,,,,,,,,,,,,,592.3807306028903,,,,,,593.3987161032856,,,,,,,,590.1118696201593,590.1118696201593,590.1118696201593,590.1118696201593,590.1118696201593,590.1118696201593,left,None,2.2321178652346134,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BAGOLY UTCA,stimuli/objects/013a.jpg,object,1,stimuli/objects/120a.jpg,stimuli/objects/068b.jpg,stimuli/objects/120a.jpg,stimuli/objects/068a.jpg,stimuli/objects/120b.jpg,dist2,target,dist1,lure,0,0,0,0,,,,,0,60,60,26,,,,,,,,,,,,,,594.6773694325238,,,,,,,,,,,,,,593.3987161032856,593.3987161032856,593.3987161032856,593.3987161032856,593.3987161032856,593.3987161032856,left,None,1.2492891494184732,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ZSEMLE UTCA,stimuli/scenes/024a.jpg,scene,2,stimuli/objects/116a.jpg,stimuli/scenes/117a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/scenes/117b.jpg,dist1,lure,target,dist2,0,0,0,0,,,,,0,61,61,42,,,,,,,,,,,,,,596.7822837065905,,,,,,,,,,,,,,595.7070985343307,595.7070985343307,595.7070985343307,595.7070985343307,595.7070985343307,595.7070985343307,left,None,1.0208577532321215,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HEGEDŰ UTCA,stimuli/objects/085a.jpg,object,0,stimuli/objects/085a.jpg,stimuli/scenes/021a.jpg,stimuli/objects/085a.jpg,stimuli/scenes/021b.jpg,stimuli/objects/085b.jpg,dist1,target,dist2,lure,0,0,0,0,,,,,0,62,62,46,,,,,,,,,,,,,,600.4728233274072,,,,,,,,,,,,,,597.8060253132135,597.8060253132135,597.8060253132135,597.8060253132135,597.8060253132135,597.8060253132135,left,None,2.6335627380758524,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LAKAT UTCA,stimuli/objects/087a.jpg,object,0,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/objects/117a.jpg,stimuli/objects/117b.jpg,lure,target,dist1,dist2,0,0,0,0,,,,,0,63,63,49,,,,,,,,,,,,,,602.8148849513382,,,,,,,,,,,,,,601.5019593406469,601.5019593406469,601.5019593406469,601.5019593406469,601.5019593406469,601.5019593406469,left,None,1.2738113813102245,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÜKÖR UTCA,stimuli/scenes/080a.jpg,scene,0,stimuli/scenes/080a.jpg,stimuli/scenes/065a.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,dist1,dist2,lure,target,0,0,0,0,,,,,0,64,64,5,,,,,,,,,,,,,,607.8319893702865,,,,,,,,,,,,,,603.8478989023715,603.8478989023715,603.8478989023715,603.8478989023715,603.8478989023715,603.8478989023715,None,None,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,GYŰRŰ UTCA,stimuli/objects/019a.jpg,object,2,stimuli/scenes/074a.jpg,stimuli/scenes/074a.jpg,stimuli/objects/086b.jpg,stimuli/scenes/074b.jpg,stimuli/objects/086a.jpg,target,dist2,lure,dist1,0,0,0,0,,,,,0,65,65,78,,,,,,,,,,,,,,610.1463726703078,,,,,,,,,,,,,,608.8484083302319,608.8484083302319,608.8484083302319,608.8484083302319,608.8484083302319,608.8484083302319,left,None,1.255685618147254,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SAJTÓ UTCA,stimuli/objects/094a.jpg,object,1,stimuli/objects/063a.jpg,stimuli/objects/063b.jpg,stimuli/objects/082a.jpg,stimuli/objects/063a.jpg,stimuli/objects/082b.jpg,lure,dist1,target,dist2,0,0,0,0,,,,,0,66,66,44,,,,,,,,,,,,,,612.3633758239448,,,,,,,,,,,,,,611.1648750621825,611.1648750621825,611.1648750621825,611.1648750621825,611.1648750621825,611.1648750621825,left,None,1.146824361756444,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÁRTYA UTCA,stimuli/objects/023a.jpg,object,0,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/100a.jpg,lure,target,dist2,dist1,0,0,0,0,,,,,0,67,67,37,,,,,,,,,,,,,,616.0553420316428,,,,,,,,,,,,,,613.3921827916056,613.3921827916056,613.3921827916056,613.3921827916056,613.3921827916056,613.3921827916056,left,None,2.6321109607815742,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FIÓK UTCA,stimuli/scenes/110a.jpg,scene,1,stimuli/scenes/078a.jpg,stimuli/objects/070b.jpg,stimuli/scenes/078b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/070a.jpg,dist2,lure,target,dist1,0,0,0,0,,,,,0,68,68,47,,,,,,,,,,,,,,619.0059731882066,,,,,,,,,,,,,,617.0811185520142,617.0811185520142,617.0811185520142,617.0811185520142,617.0811185520142,617.0811185520142,left,None,1.8862314838916063,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LÉTRA UTCA,stimuli/objects/048a.jpg,object,1,stimuli/objects/005a.jpg,stimuli/scenes/039b.jpg,stimuli/objects/005b.jpg,stimuli/scenes/039a.jpg,stimuli/objects/005a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,69,69,7,,,,,,,,,,,,,,621.5505002848804,,,,,,,,,,,,,,620.0394897256047,620.0394897256047,620.0394897256047,620.0394897256047,620.0394897256047,620.0394897256047,left,None,1.4725105669349432,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ÜVEG UTCA,stimuli/scenes/006a.jpg,scene,2,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/042a.jpg,lure,dist1,dist2,target,0,0,0,0,,,,,0,70,70,52,,,,,,,,,,,,,,624.1857989504933,,,,,,,,,,,,,,622.5801693610847,622.5801693610847,622.5801693610847,622.5801693610847,622.5801693610847,622.5801693610847,left,None,1.5717950034886599,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LABDA UTCA,stimuli/scenes/058a.jpg,scene,1,stimuli/scenes/055a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,dist2,dist1,lure,target,0,0,0,0,,,,,0,71,71,75,,,,,,,,,,,,,,626.4201724343002,,,,,,,,,,,,,,625.2058647722006,625.2058647722006,625.2058647722006,625.2058647722006,625.2058647722006,625.2058647722006,left,None,1.170056227594614,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ECSET UTCA,stimuli/objects/025a.jpg,object,0,stimuli/objects/025a.jpg,stimuli/objects/025b.jpg,stimuli/scenes/052b.jpg,stimuli/objects/025a.jpg,stimuli/scenes/052a.jpg,lure,dist2,target,dist1,0,0,0,0,,,,,0,72,72,8,,,,,,,,,,,,,,628.4034835193306,,,,,,,,,,,,,,627.4513554889709,627.4513554889709,627.4513554889709,627.4513554889709,627.4513554889709,627.4513554889709,left,None,0.9079285338521004,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KORONA UTCA,stimuli/scenes/115a.jpg,scene,1,stimuli/scenes/044a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/044b.jpg,stimuli/scenes/070a.jpg,stimuli/scenes/044a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,73,73,12,,,,,,,,,,,,,,630.4797861389816,,,,,,,,,,,,,,629.4221622534096,629.4221622534096,629.4221622534096,629.4221622534096,629.4221622534096,629.4221622534096,left,None,1.0173701271414757,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SZÖCSKE UTCA,stimuli/objects/081a.jpg,object,1,stimuli/objects/038a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/038b.jpg,stimuli/objects/038a.jpg,stimuli/scenes/099b.jpg,dist1,lure,target,dist2,0,0,0,0,,,,,0,74,74,66,,,,,,,,,,,,,,632.5845993366092,,,,,,,,,,,,,,631.5085952822119,631.5085952822119,631.5085952822119,631.5085952822119,631.5085952822119,631.5085952822119,left,None,1.0273907538503408,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,OLDAL UTCA,stimuli/scenes/087a.jpg,scene,2,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/086a.jpg,lure,dist1,dist2,target,0,0,0,0,,,,,0,75,75,61,,,,,,,,,,,,,,635.1085306555033,,,,,,,,,,,,,,633.614506021142,633.614506021142,633.614506021142,633.614506021142,633.614506021142,633.614506021142,right,None,1.448843289166689,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TÁNYÉR UTCA,stimuli/objects/105a.jpg,object,0,stimuli/objects/105a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/105b.jpg,stimuli/scenes/048a.jpg,stimuli/objects/105a.jpg,dist2,lure,dist1,target,0,0,0,0,,,,,0,76,76,36,,,,,,,,,,,,,,638.1435658372939,,,,,,639.1655163578689,,,,,,,,636.1424312852323,636.1424312852323,636.1424312852323,636.1424312852323,636.1424312852323,636.1424312852323,left,None,1.9448568113148212,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
