CityName,StimuliFile,CityImage,StreetSign,VideoFile,Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,CityBlock.thisRepN,CityBlock.thisTrialN,CityBlock.thisN,CityBlock.thisIndex,LearningTrials.thisRepN,LearningTrials.thisTrialN,LearningTrials.thisN,LearningTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,cityname_text_intro.started,city_image_2.started,load_video.started,movie.started,end_vid_key.started,end_vid_key.keys,cityname_text.started,city_image.started,text_countdown.started,fx_cross.started,plate.started,city_text.started,street_text.started,learning_image.started,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,test_text.started,key_resp.started,key_resp.keys,key_resp.rt,plate_test.started,city_text_test.started,street_text_test.started,test_question.started,test_key_resp.started,button_image.started,test_key_resp.keys,verbal_test_key_resp.keys,test_key_resp.rt,plate_verbal.started,street_text_verbal.started,city_text_verbal.started,question_verbal.started,verbal_test_key_resp.started,verbal_test_key_resp.rt,n_remembered,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_vid_key.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HARMONIKA UTCA,stimuli/objects/092a.jpg,object,1,stimuli/objects/057a.jpg,stimuli/objects/063a.jpg,stimuli/objects/057a.jpg,stimuli/objects/063b.jpg,stimuli/objects/057b.jpg,dist1,target,dist2,lure,0,0,0,0,0,36,36,58,,,,,,,,,,,,,,,,,,222.5805571861565,223.62870159745216,223.62870159745216,223.62870159745216,223.62870159745216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KOKTÉL UTCA,stimuli/scenes/001a.jpg,scene,2,stimuli/objects/077a.jpg,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/objects/077a.jpg,stimuli/objects/077b.jpg,dist1,dist2,target,lure,0,0,0,0,0,37,37,23,,,,,,,,,,,,,,,,,,226.59318902157247,227.63545230217278,227.63545230217278,227.63545230217278,227.63545230217278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,MENTA UTCA,stimuli/objects/058a.jpg,object,2,stimuli/scenes/090a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,stimuli/scenes/046a.jpg,stimuli/scenes/046b.jpg,target,lure,dist1,dist2,0,0,0,0,0,38,38,51,,,,,,,,,,,,,,,,,,230.6090886015445,231.65167470648885,231.65167470648885,231.65167470648885,231.65167470648885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ZSEMLE UTCA,stimuli/scenes/024a.jpg,scene,2,stimuli/objects/116a.jpg,stimuli/scenes/117a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/scenes/117b.jpg,dist1,lure,target,dist2,0,0,0,0,0,39,39,42,,,,,,,,,,,,,,,,,,234.61337613500655,235.65449957735837,235.65449957735837,235.65449957735837,235.65449957735837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BONBON UTCA,stimuli/objects/020a.jpg,object,0,stimuli/objects/020a.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/094b.jpg,stimuli/objects/020b.jpg,stimuli/objects/020a.jpg,dist1,dist2,lure,target,0,0,0,0,0,40,40,59,,,,,,,,,,,,,,,,,,238.62691237777472,239.6815891675651,239.6815891675651,239.6815891675651,239.6815891675651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BANÁN UTCA,stimuli/scenes/048a.jpg,scene,0,stimuli/scenes/048a.jpg,stimuli/objects/041a.jpg,stimuli/scenes/048b.jpg,stimuli/scenes/048a.jpg,stimuli/objects/041b.jpg,dist1,lure,target,dist2,0,0,0,0,0,41,41,25,,,,,,,,,,,,,,,,,,242.64028161019087,243.6856310069561,243.6856310069561,243.6856310069561,243.6856310069561,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KOCKA UTCA,stimuli/scenes/053a.jpg,scene,1,stimuli/scenes/107a.jpg,stimuli/scenes/105b.jpg,stimuli/scenes/107b.jpg,stimuli/scenes/107a.jpg,stimuli/scenes/105a.jpg,dist2,lure,target,dist1,0,0,0,0,0,42,42,55,,,,,,,,,,,,,,,,,,246.65114724077284,247.66689131595194,247.66689131595194,247.66689131595194,247.66689131595194,None,247.66689131595194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,SAJTÓ UTCA,stimuli/objects/094a.jpg,object,1,stimuli/objects/063a.jpg,stimuli/objects/063b.jpg,stimuli/objects/082a.jpg,stimuli/objects/063a.jpg,stimuli/objects/082b.jpg,lure,dist1,target,dist2,0,0,0,0,0,43,43,44,,,,,,,,,,,,,,,,,,250.65909749642015,251.71440562978387,251.71440562978387,251.71440562978387,251.71440562978387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LÉTRA UTCA,stimuli/objects/048a.jpg,object,1,stimuli/objects/005a.jpg,stimuli/scenes/039b.jpg,stimuli/objects/005b.jpg,stimuli/scenes/039a.jpg,stimuli/objects/005a.jpg,dist2,lure,dist1,target,0,0,0,0,0,44,44,7,,,,,,,,,,,,,,,,,,254.66332500614226,255.716611597687,255.716611597687,255.716611597687,255.716611597687,space,,258.6667137313634,258.6667137313634,4.369508979842067,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KORONA UTCA,stimuli/scenes/115a.jpg,scene,1,stimuli/scenes/044a.jpg,stimuli/scenes/070b.jpg,stimuli/scenes/044b.jpg,stimuli/scenes/070a.jpg,stimuli/scenes/044a.jpg,dist2,lure,dist1,target,0,0,0,0,0,45,45,12,,,,,,,,,,,,,,,,,,263.055922370404,264.11479556933045,264.11479556933045,264.11479556933045,264.11479556933045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,OROSZLÁN UTCA,stimuli/objects/002a.jpg,object,1,stimuli/objects/103a.jpg,stimuli/objects/103a.jpg,stimuli/scenes/071b.jpg,stimuli/scenes/071a.jpg,stimuli/objects/103b.jpg,target,dist2,dist1,lure,0,0,0,0,0,46,46,38,,,,,,,,,,,,,,,,,,267.07421016693115,268.1361974738538,268.1361974738538,268.1361974738538,268.1361974738538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TOJÁS UTCA,stimuli/scenes/047a.jpg,scene,1,stimuli/scenes/039a.jpg,stimuli/scenes/039b.jpg,stimuli/objects/028a.jpg,stimuli/objects/028b.jpg,stimuli/scenes/039a.jpg,lure,dist1,dist2,target,0,0,0,0,0,47,47,9,,,,,,,,,,,,,,,,,,271.07389511726797,272.112641537562,272.112641537562,272.112641537562,272.112641537562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KOSÁR UTCA,stimuli/scenes/088a.jpg,scene,2,stimuli/objects/003a.jpg,stimuli/objects/003b.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/096a.jpg,stimuli/objects/003a.jpg,lure,dist2,dist1,target,0,0,0,0,0,48,48,68,,,,,,,,,,,,,,,,,,275.07559352368116,276.13151651620865,276.13151651620865,276.13151651620865,276.13151651620865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,AJÁNDÉK UTCA,stimuli/scenes/042a.jpg,scene,2,stimuli/objects/022a.jpg,stimuli/objects/022b.jpg,stimuli/objects/011b.jpg,stimuli/objects/022a.jpg,stimuli/objects/011a.jpg,lure,dist2,target,dist1,0,0,0,0,0,49,49,45,,,,,,,,,,,,,,,,,,279.0776334144175,280.12389468215406,280.12389468215406,280.12389468215406,280.12389468215406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,ÜVEG UTCA,stimuli/scenes/006a.jpg,scene,2,stimuli/objects/042a.jpg,stimuli/objects/042b.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/042a.jpg,lure,dist1,dist2,target,0,0,0,0,0,50,50,52,,,,,,,,,,,,,,,,,,283.08431258797646,284.1256646197289,284.1256646197289,284.1256646197289,284.1256646197289,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FÉSZEK UTCA,stimuli/scenes/014a.jpg,scene,0,stimuli/scenes/014a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/scenes/014a.jpg,lure,dist2,dist1,target,0,0,0,0,0,51,51,17,,,,,,,,,,,,,,,,,,287.0940340254456,288.11915618926287,288.11915618926287,288.11915618926287,288.11915618926287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PETÁRDA UTCA,stimuli/objects/117a.jpg,object,0,stimuli/objects/117a.jpg,stimuli/objects/117a.jpg,stimuli/objects/055b.jpg,stimuli/objects/055a.jpg,stimuli/objects/117b.jpg,target,dist2,dist1,lure,0,0,0,0,0,52,52,74,,,,,,,,,,,,,,,,,,291.0969780124724,292.15302820689976,292.15302820689976,292.15302820689976,292.15302820689976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KIRAKÓ UTCA,stimuli/objects/104a.jpg,object,2,stimuli/scenes/059a.jpg,stimuli/objects/108b.jpg,stimuli/scenes/059b.jpg,stimuli/objects/108a.jpg,stimuli/scenes/059a.jpg,dist2,lure,dist1,target,0,0,0,0,0,53,53,4,,,,,,,,,,,,,,,,,,295.1088768057525,296.1670592594892,296.1670592594892,296.1670592594892,296.1670592594892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,CITROM UTCA,stimuli/scenes/103a.jpg,scene,1,stimuli/scenes/105a.jpg,stimuli/objects/120a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/105b.jpg,stimuli/objects/120b.jpg,dist1,target,lure,dist2,0,0,0,0,0,54,54,40,,,,,,,,,,,,,,,,,,299.1249138507992,300.1534903626889,300.1534903626889,300.1534903626889,300.1534903626889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TERASZ UTCA,stimuli/scenes/021a.jpg,scene,0,stimuli/scenes/021a.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/025b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/025a.jpg,target,dist2,lure,dist1,0,0,0,0,0,55,55,60,,,,,,,,,,,,,,,,,,303.1254861019552,304.1554832905531,304.1554832905531,304.1554832905531,304.1554832905531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,BÚJÓCSKA UTCA,stimuli/scenes/027a.jpg,scene,1,stimuli/scenes/003a.jpg,stimuli/scenes/003a.jpg,stimuli/objects/038a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/038b.jpg,target,dist1,lure,dist2,0,0,0,0,0,56,56,33,,,,,,,,,,,,,,,,,,307.12762364931405,308.1652883887291,308.1652883887291,308.1652883887291,308.1652883887291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PALACK UTCA,stimuli/objects/014a.jpg,object,2,stimuli/scenes/008a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/008b.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/008a.jpg,dist1,lure,dist2,target,0,0,0,0,0,57,57,2,,,,,,,,,,,,,,,,,,311.14162111468613,312.21770540624857,312.21770540624857,312.21770540624857,312.21770540624857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,TERÍTŐ UTCA,stimuli/scenes/038a.jpg,scene,2,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/106b.jpg,stimuli/objects/040b.jpg,stimuli/objects/106a.jpg,target,dist2,lure,dist1,0,0,0,0,0,58,58,6,,,,,,,,,,,,,,,,,,315.1564887743443,316.19519694149494,316.19519694149494,316.19519694149494,316.19519694149494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PAPRIKA UTCA,stimuli/scenes/025a.jpg,scene,0,stimuli/scenes/025a.jpg,stimuli/scenes/080b.jpg,stimuli/scenes/080a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,dist2,dist1,target,lure,0,0,0,0,0,59,59,71,,,,,,,,,,,,,,,,,,319.1589584760368,320.1882767379284,320.1882767379284,320.1882767379284,320.1882767379284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,MUNKA UTCA,stimuli/objects/053a.jpg,object,2,stimuli/scenes/068a.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/073a.jpg,dist2,target,lure,dist1,0,0,0,0,0,60,60,70,,,,,,,,,,,,,,,,,,323.16163779608905,324.2121794447303,324.2121794447303,324.2121794447303,324.2121794447303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÖTÉL UTCA,stimuli/scenes/118a.jpg,scene,0,stimuli/scenes/118a.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/118a.jpg,lure,dist1,dist2,target,0,0,0,0,0,61,61,32,,,,,,,,,,,,,,,,,,327.1610910464078,328.2161541059613,328.2161541059613,328.2161541059613,328.2161541059613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,OLDAL UTCA,stimuli/scenes/087a.jpg,scene,2,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/086a.jpg,lure,dist1,dist2,target,0,0,0,0,0,62,62,61,,,,,,,,,,,,,,,,,,331.1664677262306,332.21657956391573,332.21657956391573,332.21657956391573,332.21657956391573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,LAKAT UTCA,stimuli/objects/087a.jpg,object,0,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/objects/087a.jpg,stimuli/objects/117a.jpg,stimuli/objects/117b.jpg,lure,target,dist1,dist2,0,0,0,0,0,63,63,49,,,,,,,,,,,,,,,,,,335.18282199651003,336.26243838854134,336.26243838854134,336.26243838854134,336.26243838854134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FÜZET UTCA,stimuli/objects/071a.jpg,object,2,stimuli/scenes/009a.jpg,stimuli/scenes/009b.jpg,stimuli/scenes/074b.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/074a.jpg,lure,dist2,target,dist1,0,0,0,0,0,64,64,64,,,,,,,,,,,,,,,,,,339.1994238290936,340.2375914659351,340.2375914659351,340.2375914659351,340.2375914659351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,MOTOR UTCA,stimuli/objects/024a.jpg,object,2,stimuli/scenes/004a.jpg,stimuli/scenes/004b.jpg,stimuli/scenes/004a.jpg,stimuli/objects/077b.jpg,stimuli/objects/077a.jpg,lure,target,dist2,dist1,0,0,0,0,0,65,65,48,,,,,,,,,,,,,,,,,,343.20319726876915,344.2681671269238,344.2681671269238,344.2681671269238,344.2681671269238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KÓKUSZ UTCA,stimuli/scenes/113a.jpg,scene,2,stimuli/objects/046a.jpg,stimuli/objects/022a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/objects/022b.jpg,dist1,target,lure,dist2,0,0,0,0,0,66,66,31,,,,,,,,,,,,,,,,,,347.20642644912004,348.23416884057224,348.23416884057224,348.23416884057224,348.23416884057224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KALAPÁCS UTCA,stimuli/objects/091a.jpg,object,1,stimuli/objects/070a.jpg,stimuli/scenes/077a.jpg,stimuli/objects/070b.jpg,stimuli/objects/070a.jpg,stimuli/scenes/077b.jpg,dist1,lure,target,dist2,0,0,0,0,0,67,67,63,,,,,,,,,,,,,,,,,,351.2117829117924,352.23256809078157,352.23256809078157,352.23256809078157,352.23256809078157,None,352.23256809078157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FEJSZE UTCA,stimuli/scenes/106a.jpg,scene,2,stimuli/objects/008a.jpg,stimuli/scenes/009b.jpg,stimuli/objects/008b.jpg,stimuli/scenes/009a.jpg,stimuli/objects/008a.jpg,dist2,lure,dist1,target,0,0,0,0,0,68,68,27,,,,,,,,,,,,,,,,,,355.2275944761932,356.26433988288045,356.26433988288045,356.26433988288045,356.26433988288045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,HAJÓ UTCA,stimuli/objects/021a.jpg,object,2,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/scenes/090b.jpg,stimuli/scenes/015a.jpg,stimuli/scenes/090a.jpg,lure,dist2,target,dist1,0,0,0,0,0,69,69,57,,,,,,,,,,,,,,,,,,359.2376334518194,360.2783261500299,360.2783261500299,360.2783261500299,360.2783261500299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,PÁLMAFA UTCA,stimuli/objects/039a.jpg,object,1,stimuli/objects/082a.jpg,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,stimuli/objects/075b.jpg,stimuli/objects/075a.jpg,target,lure,dist2,dist1,0,0,0,0,0,70,70,11,,,,,,,,,,,,,,,,,,363.24141062423587,364.2775598317385,364.2775598317385,364.2775598317385,364.2775598317385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,FIÓK UTCA,stimuli/scenes/110a.jpg,scene,1,stimuli/scenes/078a.jpg,stimuli/objects/070b.jpg,stimuli/scenes/078b.jpg,stimuli/scenes/078a.jpg,stimuli/objects/070a.jpg,dist2,lure,target,dist1,0,0,0,0,0,71,71,47,,,,,,,,,,,,,,,,,,367.24114440381527,368.2780142109841,368.2780142109841,368.2780142109841,368.2780142109841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
Hippopolis,stimuli/subj_files/ST02_112822_cityA.csv,./stimuli/seattle.jpg,./stimuli/street_plate1.png,./stimuli/videos/hippopolis_part1.mp4,KATONA UTCA,stimuli/scenes/028a.jpg,scene,1,stimuli/scenes/091a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/003a.jpg,dist2,target,lure,dist1,0,0,0,0,0,72,72,73,,,,,,,,,,,,,,,,,,371.25802800804377,372.2890219707042,372.2890219707042,372.2890219707042,372.2890219707042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST02_112822,2022-11-29_11h09.24.884,Hippopolis_Learning,2022.2.2,59.09473192939509,
