Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,trials_4afct.thisRepN,trials_4afct.thisTrialN,trials_4afct.thisN,trials_4afct.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,fx_cross.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,clock0.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,clock0.stopped,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
SZOBOR UTCA,stimuli/scenes/082a.jpg,scene,right,Camponello,0,stimuli/scenes/082a.jpg,stimuli/scenes/041b.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,dist2,dist1,lure,target,0,88,88,159,,,,,387.1761474888772,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,388.1924669276923,,f,2.637670023366809,dist1,None,388.1924669276923,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
FIÓK UTCA,stimuli/scenes/062a.jpg,scene,right,Camponello,0,stimuli/scenes/062a.jpg,stimuli/scenes/062a.jpg,stimuli/objects/011b.jpg,stimuli/objects/011a.jpg,stimuli/scenes/062b.jpg,target,dist2,dist1,lure,0,89,89,129,,,,,390.8594571445137,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,391.88216931931674,395.36014726758003,f,4.355925910174847,dist2,space,391.88216931931674,396.2594735659659,396.2594735659659,5.16264445707202,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
OLDAL UTCA,stimuli/objects/056a.jpg,object,left,Hippopolis,1,stimuli/objects/055a.jpg,stimuli/scenes/078a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/055b.jpg,stimuli/objects/055a.jpg,dist1,dist2,lure,target,0,90,90,16,,,,,401.4531521741301,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,402.4913033284247,,j,3.362418169155717,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PETÁRDA UTCA,stimuli/objects/047a.jpg,object,left,Hippopolis,0,stimuli/objects/047a.jpg,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/028b.jpg,stimuli/objects/028a.jpg,target,lure,dist2,dist1,0,91,91,6,,,,,405.87335446476936,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,406.8978798072785,,k,2.3952906131744385,dist1,None,406.8978798072785,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
SIRÁLY UTCA,stimuli/scenes/021a.jpg,scene,right,Camponello,0,stimuli/scenes/021a.jpg,stimuli/scenes/021a.jpg,stimuli/scenes/021b.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,target,lure,dist2,dist1,0,92,92,80,,,,,409.3245880417526,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,410.36231280490756,,d,2.8352013770490885,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
OROSZLÁN UTCA,stimuli/scenes/014a.jpg,scene,right,Hippopolis,1,stimuli/scenes/078a.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/scenes/078a.jpg,stimuli/scenes/078b.jpg,dist1,dist2,target,lure,0,93,93,48,,,,,413.2177172265947,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,414.2516878321767,,j,2.6894836872816086,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
MENTA UTCA,stimuli/scenes/022a.jpg,scene,right,Camponello,0,stimuli/scenes/022a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/116a.jpg,dist2,lure,target,dist1,0,94,94,138,,,,,416.95928428694606,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,417.9832243155688,,j,2.6387112718075514,target,None,417.9832243155688,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
SZAXOFON UTCA,stimuli/objects/060a.jpg,object,left,Camponello,0,stimuli/objects/060a.jpg,stimuli/scenes/005b.jpg,stimuli/objects/060a.jpg,stimuli/scenes/005a.jpg,stimuli/objects/060b.jpg,dist2,target,dist1,lure,0,95,95,98,,,,,420.6424368843436,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,421.6972760204226,,f,2.0119127221405506,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PULÓVER UTCA,stimuli/scenes/085a.jpg,scene,right,Hippopolis,2,stimuli/objects/035a.jpg,stimuli/objects/035b.jpg,stimuli/scenes/036b.jpg,stimuli/scenes/036a.jpg,stimuli/objects/035a.jpg,lure,dist2,dist1,target,0,96,96,20,,,,,423.7271024659276,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,424.76047687232494,,k,2.2129970155656338,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
AKÁC UTCA,stimuli/scenes/119a.jpg,scene,right,Hippopolis,0,stimuli/scenes/119a.jpg,stimuli/objects/084a.jpg,stimuli/scenes/119a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/119b.jpg,dist1,target,dist2,lure,0,97,97,46,,,,,426.99257192388177,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,428.0294342674315,,d,2.559752658009529,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
TÜKÖR UTCA,stimuli/objects/081a.jpg,object,left,Camponello,0,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/objects/060a.jpg,stimuli/objects/081a.jpg,stimuli/objects/060b.jpg,lure,dist1,target,dist2,0,98,98,113,,,,,430.6089467834681,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,431.6431584190577,,j,2.2268016561865807,target,None,431.6431584190577,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
TELEP UTCA,stimuli/objects/045a.jpg,object,left,Camponello,1,stimuli/objects/049a.jpg,stimuli/objects/052a.jpg,stimuli/objects/049b.jpg,stimuli/objects/049a.jpg,stimuli/objects/052b.jpg,dist1,lure,target,dist2,0,99,99,152,,,,,433.89592917636037,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,434.9302135873586,,j,2.9711680859327316,target,None,434.9302135873586,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
TOJÁS UTCA,stimuli/objects/107a.jpg,object,left,Hippopolis,2,stimuli/scenes/101a.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/009b.jpg,stimuli/scenes/101a.jpg,stimuli/scenes/101b.jpg,dist1,dist2,target,lure,0,100,100,63,,,,,437.9230915401131,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,438.95429263450205,,k,2.435508092865348,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KORONG UTCA,stimuli/scenes/025a.jpg,scene,right,Hippopolis,2,stimuli/objects/021a.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/objects/021b.jpg,stimuli/objects/021a.jpg,dist1,dist2,lure,target,0,101,101,27,,,,,441.4091170914471,442.451246637851,442.451246637851,442.451246637851,442.451246637851,442.451246637851,442.451246637851,442.451246637851,442.451246637851,442.451246637851,442.451246637851,,j,2.0095033552497625,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
SUGÁR UTCA,stimuli/objects/034a.jpg,object,left,Hippopolis,1,stimuli/objects/063a.jpg,stimuli/objects/063b.jpg,stimuli/objects/063a.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,lure,target,dist1,dist2,0,102,102,8,,,,,444.5048862211406,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,445.5640038717538,448.99263536930084,k,3.4892885610461235,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KOSÁR UTCA,stimuli/objects/048a.jpg,object,left,Hippopolis,2,stimuli/scenes/063a.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,stimuli/scenes/067b.jpg,stimuli/scenes/067a.jpg,lure,target,dist2,dist1,0,103,103,11,,,,,449.07539883442223,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,450.0915696118027,,k,2.4334224835038185,dist1,None,450.0915696118027,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KOCKA UTCA,stimuli/objects/032a.jpg,object,left,Camponello,0,stimuli/objects/032a.jpg,stimuli/scenes/035a.jpg,stimuli/scenes/035b.jpg,stimuli/objects/032a.jpg,stimuli/objects/032b.jpg,dist1,dist2,target,lure,0,104,104,142,,,,,452.56315451301634,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,453.6141492985189,,d,2.270777026191354,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
ÁRNYÉK UTCA,stimuli/objects/053a.jpg,object,left,Camponello,0,stimuli/objects/053a.jpg,stimuli/scenes/109a.jpg,stimuli/objects/053b.jpg,stimuli/objects/053a.jpg,stimuli/scenes/109b.jpg,dist1,lure,target,dist2,0,105,105,140,,,,,455.9089043624699,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,456.9566852077842,,d,2.4001814983785152,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
VASALÓ UTCA,stimuli/scenes/042a.jpg,scene,right,Hippopolis,2,stimuli/objects/065a.jpg,stimuli/scenes/017b.jpg,stimuli/scenes/017a.jpg,stimuli/objects/065a.jpg,stimuli/objects/065b.jpg,dist2,dist1,target,lure,0,106,106,72,,,,,459.37695623002946,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,460.4226455576718,463.8757448606193,d,3.974818989634514,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KIRAKÓ UTCA,stimuli/scenes/093a.jpg,scene,right,Hippopolis,1,stimuli/scenes/100a.jpg,stimuli/objects/114b.jpg,stimuli/scenes/100a.jpg,stimuli/scenes/100b.jpg,stimuli/objects/114a.jpg,dist2,target,lure,dist1,0,107,107,38,,,,,464.42996633797884,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,465.46957206726074,,k,2.54357286170125,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
SALÁTA UTCA,stimuli/objects/043a.jpg,object,left,Hippopolis,1,stimuli/objects/015a.jpg,stimuli/objects/015b.jpg,stimuli/objects/015a.jpg,stimuli/objects/120a.jpg,stimuli/objects/120b.jpg,lure,target,dist1,dist2,0,108,108,30,,,,,468.04180890135467,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,469.07520850002766,,j,2.537958573549986,dist1,None,469.07520850002766,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
TIGRIS UTCA,stimuli/scenes/006a.jpg,scene,right,Hippopolis,0,stimuli/scenes/006a.jpg,stimuli/scenes/110a.jpg,stimuli/scenes/006a.jpg,stimuli/scenes/110b.jpg,stimuli/scenes/006b.jpg,dist1,target,dist2,lure,0,109,109,71,,,,,471.64478125050664,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,472.6796914078295,476.1441337354481,f,4.389810990542173,target,None,472.6796914078295,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
MUNKA UTCA,stimuli/scenes/057a.jpg,scene,right,Hippopolis,0,stimuli/scenes/057a.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/057b.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/013b.jpg,dist1,lure,target,dist2,0,110,110,79,,,,,477.09177954122424,478.130235793069,478.130235793069,478.130235793069,478.130235793069,478.130235793069,478.130235793069,478.130235793069,478.130235793069,478.130235793069,478.130235793069,,j,2.8426782824099064,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
LAKAT UTCA,stimuli/scenes/068a.jpg,scene,right,Hippopolis,1,stimuli/scenes/020a.jpg,stimuli/scenes/118a.jpg,stimuli/scenes/020a.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/020b.jpg,dist1,target,dist2,lure,0,111,111,40,,,,,480.9917343836278,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,482.02758066914976,485.492317520082,d,3.777610769495368,dist1,None,482.02758066914976,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
SZALVÉTA UTCA,stimuli/objects/012a.jpg,object,left,Hippopolis,2,stimuli/scenes/012a.jpg,stimuli/objects/103b.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/012a.jpg,stimuli/objects/103a.jpg,dist2,lure,target,dist1,0,112,112,25,,,,,485.8292873483151,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,486.8839429896325,490.3205350060016,j,3.7842330280691385,target,None,486.8839429896325,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KÓKUSZ UTCA,stimuli/scenes/003a.jpg,scene,right,Camponello,0,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/104a.jpg,stimuli/scenes/003a.jpg,stimuli/objects/104b.jpg,lure,dist1,target,dist2,0,113,113,87,,,,,490.6902217734605,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,491.7490865755826,,f,3.031780121847987,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
HEGEDŰ UTCA,stimuli/scenes/109a.jpg,scene,right,Camponello,0,stimuli/scenes/109a.jpg,stimuli/objects/079b.jpg,stimuli/scenes/109b.jpg,stimuli/objects/079a.jpg,stimuli/scenes/109a.jpg,dist2,lure,dist1,target,0,114,114,112,,,,,494.8084057569504,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,495.8526072297245,,j,2.9759208858013153,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
HARMONIKA UTCA,stimuli/scenes/026a.jpg,scene,right,Camponello,0,stimuli/scenes/026a.jpg,stimuli/objects/116a.jpg,stimuli/scenes/026b.jpg,stimuli/objects/116b.jpg,stimuli/scenes/026a.jpg,dist1,lure,dist2,target,0,115,115,104,,,,,498.8461709525436,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,499.87172510288656,503.34195277281106,j,3.6769041009247303,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
POGÁCSA UTCA,stimuli/objects/038a.jpg,object,left,Camponello,0,stimuli/objects/038a.jpg,stimuli/objects/095b.jpg,stimuli/objects/038b.jpg,stimuli/objects/038a.jpg,stimuli/objects/095a.jpg,dist2,lure,target,dist1,0,116,116,153,,,,,503.57476593740284,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,504.6107549741864,,j,2.489493204280734,target,None,504.6107549741864,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
LÉTRA UTCA,stimuli/objects/058a.jpg,object,left,Camponello,2,stimuli/scenes/104a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,lure,target,dist2,dist1,0,117,117,106,,,,,507.1247574146837,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,508.1455111838877,,k,2.139327375218272,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
TÁNYÉR UTCA,stimuli/scenes/046a.jpg,scene,right,Hippopolis,1,stimuli/scenes/011a.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/028b.jpg,stimuli/scenes/011a.jpg,stimuli/scenes/028a.jpg,lure,dist2,target,dist1,0,118,118,26,,,,,510.30817716754973,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,511.3290195707232,514.8085416667163,j,3.7232334800064564,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
LIGET UTCA,stimuli/objects/108a.jpg,object,left,Camponello,1,stimuli/objects/100a.jpg,stimuli/scenes/080b.jpg,stimuli/objects/100b.jpg,stimuli/objects/100a.jpg,stimuli/scenes/080a.jpg,dist2,lure,target,dist1,0,119,119,88,,,,,515.0748110339046,516.101942608133,516.101942608133,516.101942608133,516.101942608133,516.101942608133,516.101942608133,516.101942608133,516.101942608133,516.101942608133,516.101942608133,,k,2.8544448986649513,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
CSAVAR UTCA,stimuli/scenes/096a.jpg,scene,right,Hippopolis,1,stimuli/scenes/089a.jpg,stimuli/scenes/089a.jpg,stimuli/scenes/043a.jpg,stimuli/scenes/043b.jpg,stimuli/scenes/089b.jpg,target,dist1,dist2,lure,0,120,120,35,,,,,518.9746187683195,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,519.9903787076473,523.4750927425921,f,4.294184299185872,dist1,None,519.9903787076473,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KAKAS UTCA,stimuli/scenes/095a.jpg,scene,right,Camponello,0,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/033b.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/033a.jpg,target,dist2,lure,dist1,0,121,121,81,,,,,524.3165376409888,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,525.3450224045664,,d,1.3872171975672245,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KARTON UTCA,stimuli/objects/074a.jpg,object,left,Camponello,0,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/objects/074a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,lure,target,dist1,dist2,0,122,122,136,,,,,526.7594138532877,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,527.8132369294763,531.258601192385,f,4.182576857507229,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
REPÜLŐ UTCA,stimuli/scenes/069a.jpg,scene,right,Hippopolis,2,stimuli/objects/103a.jpg,stimuli/scenes/052b.jpg,stimuli/objects/103b.jpg,stimuli/scenes/052a.jpg,stimuli/objects/103a.jpg,dist2,lure,dist1,target,0,123,123,75,,,,,532.024486778304,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,533.0488886497915,,j,2.131513651460409,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KALAPÁCS UTCA,stimuli/objects/011a.jpg,object,left,Camponello,0,stimuli/objects/011a.jpg,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/011b.jpg,stimuli/objects/011a.jpg,dist1,dist2,lure,target,0,124,124,127,,,,,535.2080041859299,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,536.2426848188043,539.6927368808538,k,4.08940027654171,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
KORONA UTCA,stimuli/scenes/013a.jpg,scene,right,Hippopolis,0,stimuli/scenes/013a.jpg,stimuli/scenes/013b.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/010a.jpg,stimuli/scenes/013a.jpg,lure,dist2,dist1,target,0,125,125,31,,,,,540.354497525841,541.392953466624,541.392953466624,541.392953466624,541.392953466624,541.392953466624,541.392953466624,541.392953466624,541.392953466624,541.392953466624,541.392953466624,544.8454898484051,f,4.763630410656333,dist2,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
BANÁN UTCA,stimuli/objects/040a.jpg,object,left,Camponello,0,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/088a.jpg,stimuli/scenes/088b.jpg,lure,target,dist1,dist2,0,126,126,137,,,,,546.1766031142324,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,547.2063745111227,,j,2.053969806060195,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
CUKOR UTCA,stimuli/objects/030a.jpg,object,left,Camponello,1,stimuli/objects/022a.jpg,stimuli/objects/022a.jpg,stimuli/objects/049a.jpg,stimuli/objects/049b.jpg,stimuli/objects/022b.jpg,target,dist1,dist2,lure,0,127,127,109,,,,,549.2910447586328,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,550.3434692397714,,k,3.316527932882309,lure,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PALACK UTCA,stimuli/scenes/024a.jpg,scene,right,Camponello,0,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/scenes/031b.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/031a.jpg,lure,dist2,target,dist1,0,128,128,94,,,,,553.6876960899681,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,554.7166856173426,,j,2.510841615498066,target,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
MÁLNA UTCA,stimuli/objects/069a.jpg,object,left,Camponello,0,stimuli/objects/069a.jpg,stimuli/objects/069a.jpg,stimuli/objects/017b.jpg,stimuli/objects/017a.jpg,stimuli/objects/069b.jpg,target,dist2,dist1,lure,0,129,129,133,,,,,557.2576967868954,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,558.3029578570276,561.7582712154835,j,3.8850846271961927,dist1,None,,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
PÁFRÁNY UTCA,stimuli/objects/001a.jpg,object,left,Camponello,0,stimuli/objects/001a.jpg,stimuli/objects/031b.jpg,stimuli/objects/001b.jpg,stimuli/objects/031a.jpg,stimuli/objects/001a.jpg,dist2,lure,dist1,target,0,130,130,105,,,,,562.2075414080173,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,563.2630759533495,,k,2.9731684774160385,target,None,563.2630759533495,,,,,,,,,,,,,,ST01_120922,2022-12-09_13h16.31.340,Hippopolis_4AFCT,2022.2.2,59.94839268076782,
