Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
NARANCS UTCA,stimuli/objects/032a.jpg,object,0,stimuli/objects/032a.jpg,stimuli/objects/032b.jpg,stimuli/objects/077a.jpg,stimuli/objects/032a.jpg,stimuli/objects/077b.jpg,lure,dist1,target,dist2
LAKAT UTCA,stimuli/objects/100a.jpg,object,2,stimuli/scenes/005a.jpg,stimuli/scenes/005a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/005b.jpg,stimuli/objects/005a.jpg,target,dist2,lure,dist1
HERNYÓ UTCA,stimuli/scenes/019a.jpg,scene,0,stimuli/scenes/019a.jpg,stimuli/objects/014b.jpg,stimuli/objects/014a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,dist2,dist1,target,lure
TULIPÁN UTCA,stimuli/objects/040a.jpg,object,0,stimuli/objects/040a.jpg,stimuli/scenes/077a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/077b.jpg,dist1,lure,target,dist2
KERET UTCA,stimuli/scenes/075a.jpg,scene,0,stimuli/scenes/075a.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/075a.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,lure,target,dist2,dist1
SIRÁLY UTCA,stimuli/objects/033a.jpg,object,0,stimuli/objects/033a.jpg,stimuli/scenes/069a.jpg,stimuli/objects/033a.jpg,stimuli/objects/033b.jpg,stimuli/scenes/069b.jpg,dist1,target,lure,dist2
TOLLTARTÓ UTCA,stimuli/objects/074a.jpg,object,0,stimuli/objects/074a.jpg,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/objects/032a.jpg,stimuli/objects/032b.jpg,target,lure,dist1,dist2
SZÖCSKE UTCA,stimuli/scenes/040a.jpg,scene,0,stimuli/scenes/040a.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/040b.jpg,dist1,target,dist2,lure
VIHAR UTCA,stimuli/objects/059a.jpg,object,2,stimuli/scenes/113a.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/113b.jpg,target,dist1,dist2,lure
CSILLAG UTCA,stimuli/scenes/025a.jpg,scene,2,stimuli/objects/060a.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/044b.jpg,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,dist1,dist2,target,lure
ZEBRA UTCA,stimuli/objects/105a.jpg,object,0,stimuli/objects/105a.jpg,stimuli/objects/029b.jpg,stimuli/objects/105b.jpg,stimuli/objects/029a.jpg,stimuli/objects/105a.jpg,dist2,lure,dist1,target
LIGET UTCA,stimuli/objects/042a.jpg,object,1,stimuli/objects/008a.jpg,stimuli/objects/008a.jpg,stimuli/objects/071a.jpg,stimuli/objects/008b.jpg,stimuli/objects/071b.jpg,target,dist1,lure,dist2
MANDARIN UTCA,stimuli/scenes/118a.jpg,scene,1,stimuli/scenes/022a.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/048a.jpg,stimuli/scenes/048b.jpg,target,lure,dist1,dist2
SÜTEMÉNY UTCA,stimuli/objects/013a.jpg,object,0,stimuli/objects/013a.jpg,stimuli/scenes/019a.jpg,stimuli/objects/013b.jpg,stimuli/objects/013a.jpg,stimuli/scenes/019b.jpg,dist1,lure,target,dist2
MUSTÁR UTCA,stimuli/scenes/028a.jpg,scene,0,stimuli/scenes/028a.jpg,stimuli/scenes/028b.jpg,stimuli/objects/004a.jpg,stimuli/objects/004b.jpg,stimuli/scenes/028a.jpg,lure,dist1,dist2,target
SÜTŐ UTCA,stimuli/objects/058a.jpg,object,0,stimuli/objects/058a.jpg,stimuli/objects/058b.jpg,stimuli/scenes/052b.jpg,stimuli/objects/058a.jpg,stimuli/scenes/052a.jpg,lure,dist2,target,dist1
MOSODA UTCA,stimuli/scenes/105a.jpg,scene,2,stimuli/objects/005a.jpg,stimuli/objects/049b.jpg,stimuli/objects/049a.jpg,stimuli/objects/005b.jpg,stimuli/objects/005a.jpg,dist2,dist1,lure,target
BAGOLY UTCA,stimuli/scenes/093a.jpg,scene,0,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/012a.jpg,stimuli/scenes/012b.jpg,lure,target,dist1,dist2
TELEP UTCA,stimuli/scenes/109a.jpg,scene,0,stimuli/scenes/109a.jpg,stimuli/objects/074b.jpg,stimuli/objects/074a.jpg,stimuli/scenes/109a.jpg,stimuli/scenes/109b.jpg,dist2,dist1,target,lure
HENTES UTCA,stimuli/objects/014a.jpg,object,0,stimuli/objects/014a.jpg,stimuli/objects/014b.jpg,stimuli/objects/086a.jpg,stimuli/objects/014a.jpg,stimuli/objects/086b.jpg,lure,dist1,target,dist2
LEGELŐ UTCA,stimuli/scenes/052a.jpg,scene,0,stimuli/scenes/052a.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/059a.jpg,target,lure,dist2,dist1
ÁRNYÉK UTCA,stimuli/objects/088a.jpg,object,0,stimuli/objects/088a.jpg,stimuli/objects/089a.jpg,stimuli/objects/088a.jpg,stimuli/objects/089b.jpg,stimuli/objects/088b.jpg,dist1,target,dist2,lure
MÁLNA UTCA,stimuli/objects/093a.jpg,object,0,stimuli/objects/093a.jpg,stimuli/objects/093a.jpg,stimuli/objects/041a.jpg,stimuli/objects/093b.jpg,stimuli/objects/041b.jpg,target,dist1,lure,dist2
KAKAS UTCA,stimuli/scenes/095a.jpg,scene,2,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/047a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,lure,target,dist2,dist1
POLIP UTCA,stimuli/scenes/003a.jpg,scene,0,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/003a.jpg,stimuli/scenes/075a.jpg,stimuli/scenes/075b.jpg,lure,target,dist1,dist2
TÉRKÉP UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/101b.jpg,stimuli/scenes/061a.jpg,stimuli/objects/101a.jpg,lure,dist2,target,dist1
DOMINÓ UTCA,stimuli/scenes/096a.jpg,scene,0,stimuli/scenes/096a.jpg,stimuli/scenes/098b.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/096b.jpg,stimuli/scenes/096a.jpg,dist2,dist1,lure,target
LOVAGLÁS UTCA,stimuli/objects/077a.jpg,object,0,stimuli/objects/077a.jpg,stimuli/objects/077b.jpg,stimuli/objects/077a.jpg,stimuli/objects/096a.jpg,stimuli/objects/096b.jpg,lure,target,dist1,dist2
MAJOM UTCA,stimuli/objects/029a.jpg,object,0,stimuli/objects/029a.jpg,stimuli/objects/043b.jpg,stimuli/objects/029b.jpg,stimuli/objects/029a.jpg,stimuli/objects/043a.jpg,dist2,lure,target,dist1
TERASZ UTCA,stimuli/objects/110a.jpg,object,0,stimuli/objects/110a.jpg,stimuli/objects/110a.jpg,stimuli/objects/075a.jpg,stimuli/objects/110b.jpg,stimuli/objects/075b.jpg,target,dist1,lure,dist2
PETÁRDA UTCA,stimuli/scenes/054a.jpg,scene,0,stimuli/scenes/054a.jpg,stimuli/objects/033b.jpg,stimuli/scenes/054b.jpg,stimuli/objects/033a.jpg,stimuli/scenes/054a.jpg,dist2,lure,dist1,target
LÉPCSŐ UTCA,stimuli/objects/085a.jpg,object,2,stimuli/scenes/044a.jpg,stimuli/scenes/044b.jpg,stimuli/scenes/044a.jpg,stimuli/scenes/037b.jpg,stimuli/scenes/037a.jpg,lure,target,dist2,dist1
TÁNYÉR UTCA,stimuli/scenes/097a.jpg,scene,2,stimuli/objects/116a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/113a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,dist2,dist1,target,lure
ECSET UTCA,stimuli/objects/115a.jpg,object,1,stimuli/objects/007a.jpg,stimuli/scenes/074b.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,stimuli/scenes/074a.jpg,dist2,lure,target,dist1
VÁSÁR UTCA,stimuli/scenes/100a.jpg,scene,1,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,lure,dist1,target,dist2
PAPUCS UTCA,stimuli/objects/043a.jpg,object,0,stimuli/objects/043a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/scenes/028b.jpg,stimuli/scenes/028a.jpg,lure,target,dist2,dist1
TALICSKA UTCA,stimuli/scenes/045a.jpg,scene,1,stimuli/scenes/074a.jpg,stimuli/objects/067a.jpg,stimuli/scenes/074a.jpg,stimuli/objects/067b.jpg,stimuli/scenes/074b.jpg,dist1,target,dist2,lure
ÜVEG UTCA,stimuli/scenes/076a.jpg,scene,2,stimuli/objects/066a.jpg,stimuli/objects/066b.jpg,stimuli/objects/066a.jpg,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,lure,target,dist1,dist2
BÖGRE UTCA,stimuli/scenes/030a.jpg,scene,0,stimuli/scenes/030a.jpg,stimuli/objects/118b.jpg,stimuli/objects/118a.jpg,stimuli/scenes/030b.jpg,stimuli/scenes/030a.jpg,dist2,dist1,lure,target
TIGRIS UTCA,stimuli/objects/064a.jpg,object,0,stimuli/objects/064a.jpg,stimuli/objects/064a.jpg,stimuli/objects/110a.jpg,stimuli/objects/064b.jpg,stimuli/objects/110b.jpg,target,dist1,lure,dist2
SZOBOR UTCA,stimuli/scenes/084a.jpg,scene,0,stimuli/scenes/084a.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/084b.jpg,stimuli/scenes/084a.jpg,dist2,dist1,lure,target
SUGÁR UTCA,stimuli/objects/107a.jpg,object,0,stimuli/objects/107a.jpg,stimuli/objects/107b.jpg,stimuli/scenes/115b.jpg,stimuli/scenes/115a.jpg,stimuli/objects/107a.jpg,lure,dist2,dist1,target
BOLYGÓ UTCA,stimuli/scenes/069a.jpg,scene,0,stimuli/scenes/069a.jpg,stimuli/scenes/050a.jpg,stimuli/scenes/069a.jpg,stimuli/scenes/069b.jpg,stimuli/scenes/050b.jpg,dist1,target,lure,dist2
FOGAS UTCA,stimuli/scenes/023a.jpg,scene,0,stimuli/scenes/023a.jpg,stimuli/objects/064b.jpg,stimuli/scenes/023b.jpg,stimuli/objects/064a.jpg,stimuli/scenes/023a.jpg,dist2,lure,dist1,target
SZALVÉTA UTCA,stimuli/objects/087a.jpg,object,1,stimuli/objects/083a.jpg,stimuli/scenes/022a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/022b.jpg,stimuli/objects/083a.jpg,dist1,lure,dist2,target
ZÁSZLÓ UTCA,stimuli/scenes/026a.jpg,scene,2,stimuli/objects/049a.jpg,stimuli/scenes/101a.jpg,stimuli/objects/049b.jpg,stimuli/objects/049a.jpg,stimuli/scenes/101b.jpg,dist1,lure,target,dist2
SALÁTA UTCA,stimuli/scenes/021a.jpg,scene,1,stimuli/scenes/058a.jpg,stimuli/objects/076a.jpg,stimuli/scenes/058b.jpg,stimuli/scenes/058a.jpg,stimuli/objects/076b.jpg,dist1,lure,target,dist2
KALAPÁCS UTCA,stimuli/objects/055a.jpg,object,1,stimuli/objects/067a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,stimuli/scenes/058b.jpg,stimuli/scenes/058a.jpg,target,lure,dist2,dist1
KÖTÉNY UTCA,stimuli/objects/118a.jpg,object,0,stimuli/objects/118a.jpg,stimuli/scenes/093b.jpg,stimuli/objects/118a.jpg,stimuli/scenes/093a.jpg,stimuli/objects/118b.jpg,dist2,target,dist1,lure
HÁRFA UTCA,stimuli/scenes/050a.jpg,scene,0,stimuli/scenes/050a.jpg,stimuli/scenes/050a.jpg,stimuli/objects/013a.jpg,stimuli/objects/013b.jpg,stimuli/scenes/050b.jpg,target,dist1,dist2,lure
KANÁL UTCA,stimuli/scenes/009a.jpg,scene,0,stimuli/scenes/009a.jpg,stimuli/scenes/009b.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/003a.jpg,lure,dist2,target,dist1
BONBON UTCA,stimuli/objects/096a.jpg,object,0,stimuli/objects/096a.jpg,stimuli/scenes/109b.jpg,stimuli/objects/096a.jpg,stimuli/scenes/109a.jpg,stimuli/objects/096b.jpg,dist2,target,dist1,lure
PÁLMAFA UTCA,stimuli/objects/082a.jpg,object,0,stimuli/objects/082a.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,lure,target,dist1,dist2
TORONY UTCA,stimuli/scenes/067a.jpg,scene,1,stimuli/scenes/064a.jpg,stimuli/scenes/064a.jpg,stimuli/objects/083a.jpg,stimuli/scenes/064b.jpg,stimuli/objects/083b.jpg,target,dist1,lure,dist2
OROSZLÁN UTCA,stimuli/objects/004a.jpg,object,0,stimuli/objects/004a.jpg,stimuli/scenes/034b.jpg,stimuli/objects/004b.jpg,stimuli/scenes/034a.jpg,stimuli/objects/004a.jpg,dist2,lure,dist1,target
SZŐLŐ UTCA,stimuli/objects/101a.jpg,object,0,stimuli/objects/101a.jpg,stimuli/objects/101a.jpg,stimuli/objects/101b.jpg,stimuli/scenes/030b.jpg,stimuli/scenes/030a.jpg,target,lure,dist2,dist1
KOCSI UTCA,stimuli/scenes/107a.jpg,scene,1,stimuli/scenes/048a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/008b.jpg,stimuli/objects/008a.jpg,stimuli/scenes/048a.jpg,lure,dist2,dist1,target
PULÓVER UTCA,stimuli/scenes/012a.jpg,scene,0,stimuli/scenes/012a.jpg,stimuli/objects/058a.jpg,stimuli/scenes/012a.jpg,stimuli/objects/058b.jpg,stimuli/scenes/012b.jpg,dist1,target,dist2,lure
CUKOR UTCA,stimuli/objects/078a.jpg,object,2,stimuli/scenes/037a.jpg,stimuli/scenes/037b.jpg,stimuli/objects/066b.jpg,stimuli/scenes/037a.jpg,stimuli/objects/066a.jpg,lure,dist2,target,dist1
LÉTRA UTCA,stimuli/objects/041a.jpg,object,0,stimuli/objects/041a.jpg,stimuli/objects/041b.jpg,stimuli/objects/041a.jpg,stimuli/objects/073a.jpg,stimuli/objects/073b.jpg,lure,target,dist1,dist2
LEVÉL UTCA,stimuli/objects/073a.jpg,object,0,stimuli/objects/073a.jpg,stimuli/objects/073a.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/086a.jpg,stimuli/objects/073b.jpg,target,dist2,dist1,lure
RIBIZLI UTCA,stimuli/objects/084a.jpg,object,1,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/076a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/064a.jpg,lure,target,dist2,dist1
BETON UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/096b.jpg,target,lure,dist1,dist2
MOTOR UTCA,stimuli/objects/086a.jpg,object,0,stimuli/objects/086a.jpg,stimuli/scenes/024a.jpg,stimuli/objects/086b.jpg,stimuli/objects/086a.jpg,stimuli/scenes/024b.jpg,dist1,lure,target,dist2
KÖTÉL UTCA,stimuli/scenes/024a.jpg,scene,0,stimuli/scenes/024a.jpg,stimuli/scenes/024b.jpg,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/scenes/024a.jpg,lure,dist1,dist2,target
ZSEMLE UTCA,stimuli/scenes/086a.jpg,scene,0,stimuli/scenes/086a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/086b.jpg,stimuli/scenes/087a.jpg,target,dist2,lure,dist1
POGÁCSA UTCA,stimuli/objects/075a.jpg,object,0,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,stimuli/objects/075a.jpg,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,lure,target,dist1,dist2
KATONA UTCA,stimuli/scenes/087a.jpg,scene,0,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/040b.jpg,lure,dist1,target,dist2
CSAVAR UTCA,stimuli/scenes/081a.jpg,scene,0,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,stimuli/scenes/081a.jpg,stimuli/objects/017b.jpg,stimuli/objects/017a.jpg,lure,target,dist2,dist1
MOCSÁR UTCA,stimuli/scenes/034a.jpg,scene,0,stimuli/scenes/034a.jpg,stimuli/scenes/009a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/009b.jpg,stimuli/scenes/034b.jpg,dist1,target,dist2,lure
