Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
BAGOLY UTCA,stimuli/objects/014a.jpg,object,2,stimuli/scenes/054a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/054b.jpg,stimuli/scenes/054a.jpg,stimuli/objects/105b.jpg,dist1,lure,target,dist2
MUNKA UTCA,stimuli/objects/082a.jpg,object,2,stimuli/scenes/016a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/016b.jpg,stimuli/scenes/016a.jpg,stimuli/scenes/087a.jpg,dist2,lure,target,dist1
FEJSZE UTCA,stimuli/scenes/083a.jpg,scene,2,stimuli/objects/030a.jpg,stimuli/objects/088b.jpg,stimuli/objects/030b.jpg,stimuli/objects/088a.jpg,stimuli/objects/030a.jpg,dist2,lure,dist1,target
PETÁRDA UTCA,stimuli/scenes/050a.jpg,scene,0,stimuli/scenes/050a.jpg,stimuli/scenes/050a.jpg,stimuli/objects/022a.jpg,stimuli/scenes/050b.jpg,stimuli/objects/022b.jpg,target,dist1,lure,dist2
BETON UTCA,stimuli/objects/097a.jpg,object,0,stimuli/objects/097a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/097b.jpg,stimuli/objects/097a.jpg,dist1,dist2,lure,target
SZŐLŐ UTCA,stimuli/scenes/007a.jpg,scene,0,stimuli/scenes/007a.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/007a.jpg,stimuli/scenes/073a.jpg,stimuli/scenes/007b.jpg,dist2,target,dist1,lure
ORVOS UTCA,stimuli/scenes/063a.jpg,scene,0,stimuli/scenes/063a.jpg,stimuli/scenes/063b.jpg,stimuli/objects/120a.jpg,stimuli/scenes/063a.jpg,stimuli/objects/120b.jpg,lure,dist1,target,dist2
SZIKLA UTCA,stimuli/objects/021a.jpg,object,2,stimuli/scenes/005a.jpg,stimuli/scenes/054a.jpg,stimuli/scenes/005b.jpg,stimuli/scenes/005a.jpg,stimuli/scenes/054b.jpg,dist1,lure,target,dist2
KAKAÓ UTCA,stimuli/objects/045a.jpg,object,0,stimuli/objects/045a.jpg,stimuli/objects/045b.jpg,stimuli/scenes/055b.jpg,stimuli/objects/045a.jpg,stimuli/scenes/055a.jpg,lure,dist2,target,dist1
AJÁNDÉK UTCA,stimuli/objects/092a.jpg,object,2,stimuli/scenes/034a.jpg,stimuli/scenes/034a.jpg,stimuli/scenes/034b.jpg,stimuli/scenes/016b.jpg,stimuli/scenes/016a.jpg,target,lure,dist2,dist1
BÖGRE UTCA,stimuli/scenes/055a.jpg,scene,0,stimuli/scenes/055a.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/093b.jpg,dist1,lure,target,dist2
KÖTÉNY UTCA,stimuli/objects/115a.jpg,object,0,stimuli/objects/115a.jpg,stimuli/objects/115b.jpg,stimuli/objects/083a.jpg,stimuli/objects/115a.jpg,stimuli/objects/083b.jpg,lure,dist1,target,dist2
MAJOM UTCA,stimuli/objects/083a.jpg,object,0,stimuli/objects/083a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/002b.jpg,stimuli/scenes/002a.jpg,stimuli/objects/083a.jpg,lure,dist2,dist1,target
LÉTRA UTCA,stimuli/objects/012a.jpg,object,1,stimuli/objects/049a.jpg,stimuli/objects/049a.jpg,stimuli/objects/049b.jpg,stimuli/objects/109b.jpg,stimuli/objects/109a.jpg,target,lure,dist2,dist1
KERÉK UTCA,stimuli/scenes/023a.jpg,scene,0,stimuli/scenes/023a.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/018a.jpg,stimuli/scenes/018b.jpg,stimuli/scenes/023b.jpg,target,dist1,dist2,lure
TISZTÁS UTCA,stimuli/scenes/095a.jpg,scene,0,stimuli/scenes/095a.jpg,stimuli/scenes/095a.jpg,stimuli/scenes/095b.jpg,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,target,lure,dist1,dist2
KALAPÁCS UTCA,stimuli/scenes/002a.jpg,scene,0,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/002a.jpg,lure,dist1,dist2,target
SIRÁLY UTCA,stimuli/scenes/086a.jpg,scene,2,stimuli/objects/088a.jpg,stimuli/objects/088b.jpg,stimuli/objects/088a.jpg,stimuli/objects/111b.jpg,stimuli/objects/111a.jpg,lure,target,dist2,dist1
FOGAS UTCA,stimuli/scenes/118a.jpg,scene,0,stimuli/scenes/118a.jpg,stimuli/scenes/007b.jpg,stimuli/scenes/118b.jpg,stimuli/scenes/118a.jpg,stimuli/scenes/007a.jpg,dist2,lure,target,dist1
HAJÓ UTCA,stimuli/objects/046a.jpg,object,0,stimuli/objects/046a.jpg,stimuli/scenes/078a.jpg,stimuli/objects/046a.jpg,stimuli/objects/046b.jpg,stimuli/scenes/078b.jpg,dist1,target,lure,dist2
LOVAGLÁS UTCA,stimuli/scenes/012a.jpg,scene,0,stimuli/scenes/012a.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/012a.jpg,stimuli/scenes/104b.jpg,lure,dist1,target,dist2
KANÁL UTCA,stimuli/scenes/101a.jpg,scene,0,stimuli/scenes/101a.jpg,stimuli/objects/040a.jpg,stimuli/scenes/101a.jpg,stimuli/scenes/101b.jpg,stimuli/objects/040b.jpg,dist1,target,lure,dist2
PULÓVER UTCA,stimuli/objects/007a.jpg,object,0,stimuli/objects/007a.jpg,stimuli/scenes/103b.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,stimuli/scenes/103a.jpg,dist2,lure,target,dist1
HERNYÓ UTCA,stimuli/objects/057a.jpg,object,0,stimuli/objects/057a.jpg,stimuli/objects/061a.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,stimuli/objects/061b.jpg,dist1,lure,target,dist2
VITORLA UTCA,stimuli/objects/059a.jpg,object,2,stimuli/scenes/087a.jpg,stimuli/objects/030a.jpg,stimuli/scenes/087b.jpg,stimuli/objects/030b.jpg,stimuli/scenes/087a.jpg,dist1,lure,dist2,target
BANÁN UTCA,stimuli/objects/079a.jpg,object,0,stimuli/objects/079a.jpg,stimuli/objects/079b.jpg,stimuli/objects/115b.jpg,stimuli/objects/115a.jpg,stimuli/objects/079a.jpg,lure,dist2,dist1,target
KESZTYŰ UTCA,stimuli/objects/055a.jpg,object,0,stimuli/objects/055a.jpg,stimuli/objects/119b.jpg,stimuli/objects/055b.jpg,stimuli/objects/119a.jpg,stimuli/objects/055a.jpg,dist2,lure,dist1,target
BOLYGÓ UTCA,stimuli/objects/029a.jpg,object,0,stimuli/objects/029a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/058b.jpg,stimuli/objects/029a.jpg,stimuli/objects/029b.jpg,dist1,dist2,target,lure
KECSKE UTCA,stimuli/objects/095a.jpg,object,0,stimuli/objects/095a.jpg,stimuli/objects/079a.jpg,stimuli/objects/095b.jpg,stimuli/objects/095a.jpg,stimuli/objects/079b.jpg,dist1,lure,target,dist2
FÉSŰ UTCA,stimuli/scenes/021a.jpg,scene,0,stimuli/scenes/021a.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/076a.jpg,stimuli/scenes/076b.jpg,stimuli/scenes/021a.jpg,lure,dist1,dist2,target
ÁLLOMÁS UTCA,stimuli/scenes/061a.jpg,scene,0,stimuli/scenes/061a.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,target,lure,dist1,dist2
PAPRIKA UTCA,stimuli/scenes/079a.jpg,scene,1,stimuli/scenes/109a.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/028b.jpg,stimuli/scenes/028a.jpg,stimuli/scenes/109a.jpg,lure,dist2,dist1,target
GYŰRŰ UTCA,stimuli/objects/040a.jpg,object,0,stimuli/objects/040a.jpg,stimuli/objects/040a.jpg,stimuli/objects/062b.jpg,stimuli/objects/040b.jpg,stimuli/objects/062a.jpg,target,dist2,lure,dist1
POLIP UTCA,stimuli/objects/101a.jpg,object,1,stimuli/objects/080a.jpg,stimuli/objects/049a.jpg,stimuli/objects/080a.jpg,stimuli/objects/080b.jpg,stimuli/objects/049b.jpg,dist1,target,lure,dist2
SUGÁR UTCA,stimuli/scenes/036a.jpg,scene,0,stimuli/scenes/036a.jpg,stimuli/objects/097a.jpg,stimuli/scenes/036a.jpg,stimuli/scenes/036b.jpg,stimuli/objects/097b.jpg,dist1,target,lure,dist2
TOLMÁCS UTCA,stimuli/scenes/078a.jpg,scene,0,stimuli/scenes/078a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/110a.jpg,stimuli/scenes/078a.jpg,stimuli/objects/110b.jpg,lure,dist1,target,dist2
SALÁTA UTCA,stimuli/scenes/044a.jpg,scene,0,stimuli/scenes/044a.jpg,stimuli/scenes/044b.jpg,stimuli/objects/045b.jpg,stimuli/objects/045a.jpg,stimuli/scenes/044a.jpg,lure,dist2,dist1,target
KRÉTA UTCA,stimuli/objects/108a.jpg,object,0,stimuli/objects/108a.jpg,stimuli/objects/108b.jpg,stimuli/objects/029a.jpg,stimuli/objects/029b.jpg,stimuli/objects/108a.jpg,lure,dist1,dist2,target
PÉKSÉG UTCA,stimuli/objects/017a.jpg,object,1,stimuli/objects/027a.jpg,stimuli/objects/033a.jpg,stimuli/objects/033b.jpg,stimuli/objects/027b.jpg,stimuli/objects/027a.jpg,dist1,dist2,lure,target
SZÖCSKE UTCA,stimuli/objects/008a.jpg,object,0,stimuli/objects/008a.jpg,stimuli/objects/008a.jpg,stimuli/scenes/117a.jpg,stimuli/scenes/117b.jpg,stimuli/objects/008b.jpg,target,dist1,dist2,lure
KAKAS UTCA,stimuli/objects/081a.jpg,object,0,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/021a.jpg,stimuli/objects/081a.jpg,lure,dist2,dist1,target
MENTA UTCA,stimuli/scenes/059a.jpg,scene,1,stimuli/scenes/057a.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/057a.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/057b.jpg,dist2,target,dist1,lure
LAKAT UTCA,stimuli/objects/120a.jpg,object,0,stimuli/objects/120a.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,stimuli/objects/120b.jpg,stimuli/objects/120a.jpg,dist1,dist2,lure,target
VASALÓ UTCA,stimuli/objects/104a.jpg,object,0,stimuli/objects/104a.jpg,stimuli/objects/055b.jpg,stimuli/objects/055a.jpg,stimuli/objects/104a.jpg,stimuli/objects/104b.jpg,dist2,dist1,target,lure
REPÜLŐ UTCA,stimuli/objects/022a.jpg,object,0,stimuli/objects/022a.jpg,stimuli/objects/022a.jpg,stimuli/scenes/050a.jpg,stimuli/objects/022b.jpg,stimuli/scenes/050b.jpg,target,dist1,lure,dist2
MÁLNA UTCA,stimuli/objects/010a.jpg,object,1,stimuli/objects/053a.jpg,stimuli/objects/053b.jpg,stimuli/objects/053a.jpg,stimuli/objects/080b.jpg,stimuli/objects/080a.jpg,lure,target,dist2,dist1
HARMONIKA UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/081b.jpg,stimuli/objects/112b.jpg,stimuli/objects/081a.jpg,stimuli/objects/112a.jpg,dist2,lure,dist1,target
ZÁSZLÓ UTCA,stimuli/objects/062a.jpg,object,0,stimuli/objects/062a.jpg,stimuli/scenes/044b.jpg,stimuli/objects/062a.jpg,stimuli/scenes/044a.jpg,stimuli/objects/062b.jpg,dist2,target,dist1,lure
MOSODA UTCA,stimuli/scenes/040a.jpg,scene,2,stimuli/objects/077a.jpg,stimuli/objects/077a.jpg,stimuli/objects/077b.jpg,stimuli/scenes/005a.jpg,stimuli/scenes/005b.jpg,target,lure,dist1,dist2
KOKTÉL UTCA,stimuli/scenes/112a.jpg,scene,0,stimuli/scenes/112a.jpg,stimuli/scenes/112b.jpg,stimuli/scenes/101b.jpg,stimuli/scenes/112a.jpg,stimuli/scenes/101a.jpg,lure,dist2,target,dist1
VÖDÖR UTCA,stimuli/scenes/045a.jpg,scene,1,stimuli/scenes/111a.jpg,stimuli/scenes/111b.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/108a.jpg,lure,dist2,target,dist1
HORGONY UTCA,stimuli/scenes/048a.jpg,scene,2,stimuli/objects/074a.jpg,stimuli/objects/077a.jpg,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/objects/077b.jpg,dist1,target,lure,dist2
OLDAL UTCA,stimuli/objects/076a.jpg,object,0,stimuli/objects/076a.jpg,stimuli/objects/076b.jpg,stimuli/objects/008a.jpg,stimuli/objects/008b.jpg,stimuli/objects/076a.jpg,lure,dist1,dist2,target
CSILLAG UTCA,stimuli/objects/110a.jpg,object,0,stimuli/objects/110a.jpg,stimuli/objects/110b.jpg,stimuli/objects/102b.jpg,stimuli/objects/102a.jpg,stimuli/objects/110a.jpg,lure,dist2,dist1,target
PAPUCS UTCA,stimuli/scenes/038a.jpg,scene,0,stimuli/scenes/038a.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,stimuli/objects/076b.jpg,stimuli/objects/076a.jpg,target,lure,dist2,dist1
TOBOZ UTCA,stimuli/scenes/104a.jpg,scene,0,stimuli/scenes/104a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/061b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/061a.jpg,lure,dist2,target,dist1
FIÓK UTCA,stimuli/scenes/103a.jpg,scene,0,stimuli/scenes/103a.jpg,stimuli/scenes/103b.jpg,stimuli/scenes/103a.jpg,stimuli/objects/112a.jpg,stimuli/objects/112b.jpg,lure,target,dist1,dist2
HEGESZTŐ UTCA,stimuli/scenes/093a.jpg,scene,0,stimuli/scenes/093a.jpg,stimuli/objects/095b.jpg,stimuli/scenes/093a.jpg,stimuli/objects/095a.jpg,stimuli/scenes/093b.jpg,dist2,target,dist1,lure
NARANCS UTCA,stimuli/objects/038a.jpg,object,0,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/019b.jpg,stimuli/objects/038a.jpg,stimuli/scenes/019a.jpg,lure,dist2,target,dist1
OROSZLÁN UTCA,stimuli/objects/102a.jpg,object,0,stimuli/objects/102a.jpg,stimuli/objects/102b.jpg,stimuli/scenes/012b.jpg,stimuli/scenes/012a.jpg,stimuli/objects/102a.jpg,lure,dist2,dist1,target
HÁRFA UTCA,stimuli/objects/019a.jpg,object,1,stimuli/objects/109a.jpg,stimuli/objects/109a.jpg,stimuli/scenes/057a.jpg,stimuli/objects/109b.jpg,stimuli/scenes/057b.jpg,target,dist1,lure,dist2
SZŐNYEG UTCA,stimuli/objects/028a.jpg,object,0,stimuli/objects/028a.jpg,stimuli/objects/028a.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/038b.jpg,stimuli/objects/028b.jpg,target,dist1,dist2,lure
KOSÁR UTCA,stimuli/objects/078a.jpg,object,0,stimuli/objects/078a.jpg,stimuli/objects/078a.jpg,stimuli/objects/078b.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,target,lure,dist2,dist1
