Cue,Image,Category,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
CSAVARHÚZÓ UTCA,stimuli/objects/105a.jpg,object,2,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/102a.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,lure,target,dist2,dist1
LIMONÁDÉ UTCA,stimuli/scenes/082a.jpg,scene,0,stimuli/scenes/082a.jpg,stimuli/objects/002b.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,stimuli/objects/002a.jpg,dist2,lure,target,dist1
FOLYÓ UTCA,stimuli/scenes/089a.jpg,scene,2,stimuli/objects/114a.jpg,stimuli/objects/008b.jpg,stimuli/objects/114a.jpg,stimuli/objects/008a.jpg,stimuli/objects/114b.jpg,dist2,target,dist1,lure
KÓKUSZ UTCA,stimuli/objects/091a.jpg,object,2,stimuli/scenes/078a.jpg,stimuli/objects/032b.jpg,stimuli/scenes/078a.jpg,stimuli/scenes/078b.jpg,stimuli/objects/032a.jpg,dist2,target,lure,dist1
KANÁL UTCA,stimuli/scenes/005a.jpg,scene,0,stimuli/scenes/005a.jpg,stimuli/scenes/005b.jpg,stimuli/objects/113b.jpg,stimuli/objects/113a.jpg,stimuli/scenes/005a.jpg,lure,dist2,dist1,target
KÖMÉNYMAG UTCA,stimuli/scenes/093a.jpg,scene,0,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/objects/007b.jpg,stimuli/scenes/093a.jpg,stimuli/objects/007a.jpg,lure,dist2,target,dist1
KESZTYŰ UTCA,stimuli/objects/082a.jpg,object,0,stimuli/objects/082a.jpg,stimuli/scenes/078a.jpg,stimuli/objects/082b.jpg,stimuli/scenes/078b.jpg,stimuli/objects/082a.jpg,dist1,lure,dist2,target
TELEP UTCA,stimuli/scenes/033a.jpg,scene,0,stimuli/scenes/033a.jpg,stimuli/scenes/033a.jpg,stimuli/scenes/011a.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/033b.jpg,target,dist1,dist2,lure
KAKAÓ UTCA,stimuli/scenes/016a.jpg,scene,0,stimuli/scenes/016a.jpg,stimuli/scenes/075b.jpg,stimuli/scenes/075a.jpg,stimuli/scenes/016a.jpg,stimuli/scenes/016b.jpg,dist2,dist1,target,lure
HARCSA UTCA,stimuli/objects/020a.jpg,object,0,stimuli/objects/020a.jpg,stimuli/objects/020a.jpg,stimuli/scenes/056a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/056b.jpg,target,dist1,lure,dist2
KÖRTE UTCA,stimuli/scenes/050a.jpg,scene,1,stimuli/scenes/019a.jpg,stimuli/scenes/019a.jpg,stimuli/objects/114b.jpg,stimuli/scenes/019b.jpg,stimuli/objects/114a.jpg,target,dist2,lure,dist1
ZONGORA UTCA,stimuli/scenes/110a.jpg,scene,2,stimuli/objects/074a.jpg,stimuli/scenes/048a.jpg,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/scenes/048b.jpg,dist1,target,lure,dist2
REPÜLŐ UTCA,stimuli/scenes/056a.jpg,scene,0,stimuli/scenes/056a.jpg,stimuli/scenes/055b.jpg,stimuli/scenes/056a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/056b.jpg,dist2,target,dist1,lure
SZALVÉTA UTCA,stimuli/scenes/098a.jpg,scene,2,stimuli/objects/043a.jpg,stimuli/objects/003a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/objects/003b.jpg,dist1,lure,target,dist2
BÖGRE UTCA,stimuli/scenes/081a.jpg,scene,1,stimuli/scenes/083a.jpg,stimuli/scenes/040b.jpg,stimuli/scenes/083a.jpg,stimuli/scenes/040a.jpg,stimuli/scenes/083b.jpg,dist2,target,dist1,lure
PÁLMAFA UTCA,stimuli/scenes/074a.jpg,scene,2,stimuli/objects/067a.jpg,stimuli/objects/067a.jpg,stimuli/scenes/053a.jpg,stimuli/objects/067b.jpg,stimuli/scenes/053b.jpg,target,dist1,lure,dist2
PETÁRDA UTCA,stimuli/scenes/112a.jpg,scene,0,stimuli/scenes/112a.jpg,stimuli/scenes/058a.jpg,stimuli/scenes/112a.jpg,stimuli/scenes/058b.jpg,stimuli/scenes/112b.jpg,dist1,target,dist2,lure
PISZTRÁNG UTCA,stimuli/scenes/025a.jpg,scene,0,stimuli/scenes/025a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/025b.jpg,stimuli/scenes/095a.jpg,target,dist2,lure,dist1
ZEBRA UTCA,stimuli/objects/036a.jpg,object,1,stimuli/objects/026a.jpg,stimuli/objects/026b.jpg,stimuli/objects/071b.jpg,stimuli/objects/071a.jpg,stimuli/objects/026a.jpg,lure,dist2,dist1,target
FÉNYKÉP UTCA,stimuli/scenes/011a.jpg,scene,0,stimuli/scenes/011a.jpg,stimuli/scenes/011a.jpg,stimuli/scenes/011b.jpg,stimuli/scenes/065b.jpg,stimuli/scenes/065a.jpg,target,lure,dist2,dist1
SALÁTA UTCA,stimuli/objects/108a.jpg,object,0,stimuli/objects/108a.jpg,stimuli/objects/108b.jpg,stimuli/objects/026b.jpg,stimuli/objects/108a.jpg,stimuli/objects/026a.jpg,lure,dist2,target,dist1
DOMINÓ UTCA,stimuli/scenes/052a.jpg,scene,0,stimuli/scenes/052a.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/090b.jpg,target,lure,dist1,dist2
KATONA UTCA,stimuli/objects/004a.jpg,object,0,stimuli/objects/004a.jpg,stimuli/objects/004b.jpg,stimuli/scenes/083b.jpg,stimuli/objects/004a.jpg,stimuli/scenes/083a.jpg,lure,dist2,target,dist1
SZEKRÉNY UTCA,stimuli/objects/112a.jpg,object,0,stimuli/objects/112a.jpg,stimuli/objects/112a.jpg,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/objects/112b.jpg,target,dist1,dist2,lure
LÉPCSŐ UTCA,stimuli/objects/003a.jpg,object,0,stimuli/objects/003a.jpg,stimuli/scenes/010a.jpg,stimuli/scenes/010b.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,dist1,dist2,lure,target
TÁNYÉR UTCA,stimuli/scenes/040a.jpg,scene,0,stimuli/scenes/040a.jpg,stimuli/scenes/040a.jpg,stimuli/objects/044b.jpg,stimuli/scenes/040b.jpg,stimuli/objects/044a.jpg,target,dist2,lure,dist1
KALAPÁCS UTCA,stimuli/objects/069a.jpg,object,1,stimuli/objects/096a.jpg,stimuli/objects/031a.jpg,stimuli/objects/031b.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,dist1,dist2,lure,target
SZAXOFON UTCA,stimuli/scenes/107a.jpg,scene,0,stimuli/scenes/107a.jpg,stimuli/scenes/063a.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/107b.jpg,stimuli/scenes/107a.jpg,dist1,dist2,lure,target
SÜTŐ UTCA,stimuli/scenes/073a.jpg,scene,0,stimuli/scenes/073a.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/073b.jpg,stimuli/scenes/073a.jpg,dist1,dist2,lure,target
FÉNYMÁSOLÓ UTCA,stimuli/objects/075a.jpg,object,0,stimuli/objects/075a.jpg,stimuli/objects/075b.jpg,stimuli/objects/029a.jpg,stimuli/objects/075a.jpg,stimuli/objects/029b.jpg,lure,dist1,target,dist2
SIRÁLY UTCA,stimuli/scenes/013a.jpg,scene,0,stimuli/scenes/013a.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/102a.jpg,stimuli/scenes/102b.jpg,stimuli/scenes/013b.jpg,target,dist1,dist2,lure
LEVÉL UTCA,stimuli/objects/008a.jpg,object,0,stimuli/objects/008a.jpg,stimuli/objects/008b.jpg,stimuli/objects/008a.jpg,stimuli/objects/103a.jpg,stimuli/objects/103b.jpg,lure,target,dist1,dist2
FŰRÉSZ UTCA,stimuli/objects/044a.jpg,object,0,stimuli/objects/044a.jpg,stimuli/scenes/038b.jpg,stimuli/scenes/038a.jpg,stimuli/objects/044a.jpg,stimuli/objects/044b.jpg,dist2,dist1,target,lure
KERÉK UTCA,stimuli/objects/085a.jpg,object,2,stimuli/scenes/053a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/053b.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/053a.jpg,dist2,lure,dist1,target
TIGRIS UTCA,stimuli/scenes/048a.jpg,scene,0,stimuli/scenes/048a.jpg,stimuli/scenes/048b.jpg,stimuli/objects/084b.jpg,stimuli/objects/084a.jpg,stimuli/scenes/048a.jpg,lure,dist2,dist1,target
KÍGYÓ UTCA,stimuli/objects/023a.jpg,object,0,stimuli/objects/023a.jpg,stimuli/scenes/107b.jpg,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/scenes/107a.jpg,dist2,target,lure,dist1
PALACK UTCA,stimuli/scenes/010a.jpg,scene,0,stimuli/scenes/010a.jpg,stimuli/scenes/010b.jpg,stimuli/scenes/010a.jpg,stimuli/scenes/033a.jpg,stimuli/scenes/033b.jpg,lure,target,dist1,dist2
KÁRÁSZ UTCA,stimuli/objects/005a.jpg,object,0,stimuli/objects/005a.jpg,stimuli/objects/087a.jpg,stimuli/objects/087b.jpg,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,dist1,dist2,target,lure
FEJSZE UTCA,stimuli/objects/079a.jpg,object,2,stimuli/scenes/101a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/101b.jpg,stimuli/scenes/101a.jpg,stimuli/objects/083a.jpg,dist2,lure,target,dist1
CUKOR UTCA,stimuli/scenes/065a.jpg,scene,0,stimuli/scenes/065a.jpg,stimuli/objects/052b.jpg,stimuli/scenes/065a.jpg,stimuli/objects/052a.jpg,stimuli/scenes/065b.jpg,dist2,target,dist1,lure
PULYKA UTCA,stimuli/scenes/009a.jpg,scene,2,stimuli/objects/081a.jpg,stimuli/objects/081a.jpg,stimuli/objects/043b.jpg,stimuli/objects/043a.jpg,stimuli/objects/081b.jpg,target,dist2,dist1,lure
ELEFÁNT UTCA,stimuli/scenes/099a.jpg,scene,0,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/scenes/099a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,lure,target,dist2,dist1
BETON UTCA,stimuli/objects/116a.jpg,object,0,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/objects/116a.jpg,stimuli/objects/001b.jpg,stimuli/objects/001a.jpg,lure,target,dist2,dist1
SAPKA UTCA,stimuli/objects/092a.jpg,object,0,stimuli/objects/092a.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,dist1,dist2,target,lure
LIGET UTCA,stimuli/scenes/095a.jpg,scene,0,stimuli/scenes/095a.jpg,stimuli/scenes/115b.jpg,stimuli/scenes/115a.jpg,stimuli/scenes/095b.jpg,stimuli/scenes/095a.jpg,dist2,dist1,lure,target
LÁMPA UTCA,stimuli/objects/009a.jpg,object,2,stimuli/scenes/039a.jpg,stimuli/objects/005b.jpg,stimuli/scenes/039a.jpg,stimuli/scenes/039b.jpg,stimuli/objects/005a.jpg,dist2,target,lure,dist1
HENTES UTCA,stimuli/objects/063a.jpg,object,2,stimuli/scenes/090a.jpg,stimuli/scenes/090a.jpg,stimuli/scenes/019b.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/090b.jpg,target,dist2,dist1,lure
HERING UTCA,stimuli/objects/032a.jpg,object,0,stimuli/objects/032a.jpg,stimuli/objects/032a.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,stimuli/objects/032b.jpg,target,dist2,dist1,lure
MOCSÁR UTCA,stimuli/objects/031a.jpg,object,0,stimuli/objects/031a.jpg,stimuli/scenes/013a.jpg,stimuli/scenes/013b.jpg,stimuli/objects/031a.jpg,stimuli/objects/031b.jpg,dist1,dist2,target,lure
TENGER UTCA,stimuli/scenes/037a.jpg,scene,1,stimuli/scenes/119a.jpg,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/119b.jpg,dist1,dist2,target,lure
FOGAS UTCA,stimuli/objects/094a.jpg,object,1,stimuli/objects/007a.jpg,stimuli/scenes/015a.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,stimuli/scenes/015b.jpg,dist1,lure,target,dist2
BAGOLY UTCA,stimuli/objects/056a.jpg,object,0,stimuli/objects/056a.jpg,stimuli/scenes/073a.jpg,stimuli/objects/056b.jpg,stimuli/objects/056a.jpg,stimuli/scenes/073b.jpg,dist1,lure,target,dist2
TERASZ UTCA,stimuli/objects/050a.jpg,object,0,stimuli/objects/050a.jpg,stimuli/scenes/049a.jpg,stimuli/objects/050a.jpg,stimuli/objects/050b.jpg,stimuli/scenes/049b.jpg,dist1,target,lure,dist2
SZÚNYOG UTCA,stimuli/objects/084a.jpg,object,0,stimuli/objects/084a.jpg,stimuli/objects/084b.jpg,stimuli/objects/023b.jpg,stimuli/objects/084a.jpg,stimuli/objects/023a.jpg,lure,dist2,target,dist1
BOLYGÓ UTCA,stimuli/objects/113a.jpg,object,0,stimuli/objects/113a.jpg,stimuli/objects/113a.jpg,stimuli/scenes/112a.jpg,stimuli/objects/113b.jpg,stimuli/scenes/112b.jpg,target,dist1,lure,dist2
PELIKÁN UTCA,stimuli/objects/058a.jpg,object,0,stimuli/objects/058a.jpg,stimuli/objects/112b.jpg,stimuli/objects/112a.jpg,stimuli/objects/058a.jpg,stimuli/objects/058b.jpg,dist2,dist1,target,lure
HEGESZTŐ UTCA,stimuli/objects/052a.jpg,object,0,stimuli/objects/052a.jpg,stimuli/objects/052a.jpg,stimuli/objects/067a.jpg,stimuli/objects/067b.jpg,stimuli/objects/052b.jpg,target,dist1,dist2,lure
TÁSKA UTCA,stimuli/scenes/055a.jpg,scene,0,stimuli/scenes/055a.jpg,stimuli/scenes/055a.jpg,stimuli/scenes/055b.jpg,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,target,lure,dist1,dist2
CSILLAG UTCA,stimuli/scenes/109a.jpg,scene,1,stimuli/scenes/049a.jpg,stimuli/objects/050a.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/049b.jpg,stimuli/objects/050b.jpg,dist1,target,lure,dist2
ANANÁSZ UTCA,stimuli/scenes/092a.jpg,scene,1,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/119b.jpg,lure,dist1,target,dist2
FÓKA UTCA,stimuli/scenes/034a.jpg,scene,0,stimuli/scenes/034a.jpg,stimuli/scenes/034a.jpg,stimuli/objects/004a.jpg,stimuli/scenes/034b.jpg,stimuli/objects/004b.jpg,target,dist1,lure,dist2
MÁRVÁNY UTCA,stimuli/scenes/036a.jpg,scene,2,stimuli/objects/029a.jpg,stimuli/objects/029a.jpg,stimuli/objects/108b.jpg,stimuli/objects/108a.jpg,stimuli/objects/029b.jpg,target,dist2,dist1,lure
RÁDIÓ UTCA,stimuli/scenes/115a.jpg,scene,0,stimuli/scenes/115a.jpg,stimuli/objects/095b.jpg,stimuli/scenes/115a.jpg,stimuli/scenes/115b.jpg,stimuli/objects/095a.jpg,dist2,target,lure,dist1
KOCSI UTCA,stimuli/scenes/066a.jpg,scene,0,stimuli/scenes/066a.jpg,stimuli/scenes/066a.jpg,stimuli/objects/058b.jpg,stimuli/objects/058a.jpg,stimuli/scenes/066b.jpg,target,dist2,dist1,lure
MEDVE UTCA,stimuli/scenes/063a.jpg,scene,0,stimuli/scenes/063a.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/063a.jpg,stimuli/scenes/101b.jpg,stimuli/scenes/101a.jpg,lure,target,dist2,dist1
AKÁC UTCA,stimuli/scenes/015a.jpg,scene,0,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/objects/075b.jpg,stimuli/scenes/015a.jpg,stimuli/objects/075a.jpg,lure,dist2,target,dist1
ÁLLOMÁS UTCA,stimuli/objects/001a.jpg,object,0,stimuli/objects/001a.jpg,stimuli/objects/001b.jpg,stimuli/objects/001a.jpg,stimuli/objects/107b.jpg,stimuli/objects/107a.jpg,lure,target,dist2,dist1
KARTON UTCA,stimuli/objects/095a.jpg,object,0,stimuli/objects/095a.jpg,stimuli/scenes/005b.jpg,stimuli/scenes/005a.jpg,stimuli/objects/095a.jpg,stimuli/objects/095b.jpg,dist2,dist1,target,lure
HAJÓ UTCA,stimuli/objects/078a.jpg,object,1,stimuli/objects/083a.jpg,stimuli/scenes/066b.jpg,stimuli/objects/083a.jpg,stimuli/objects/083b.jpg,stimuli/scenes/066a.jpg,dist2,target,lure,dist1
ÜVEG UTCA,stimuli/objects/103a.jpg,object,0,stimuli/objects/103a.jpg,stimuli/objects/103b.jpg,stimuli/objects/103a.jpg,stimuli/scenes/025a.jpg,stimuli/scenes/025b.jpg,lure,target,dist1,dist2
